,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.308 / 1.308 / 99 / 99,2.083 / 2.434 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.423 / 1.517 / 99 / 99,1.420 / 2.024 / 90 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.443 / 1.697 / 99 / 99,1.628 / 2.231 / 99 / 99,1.325 / 1.900 / 99 / 99,211.985 / 2967.990 / 99 / 99
3,1-3,1.224 / 1.403 / 99 / 99,1.962 / 2.636 / 99 / 99,2.074 / 2.857 / 99 / 99,1.402 / 1.651 / 99 / 99
4,1-4,1.109 / 1.131 / 99 / 99,1.136 / 1.367 / 99 / 99,1.149 / 1.367 / 99 / 99,1.128 / 1.131 / 99 / 99
5,1-5,1.510 / 1.613 / 99 / 99,1.770 / 2.010 / 99 / 99,2.687 / 2.719 / 99 / 99,1.485 / 1.613 / 99 / 99
6,1-6,1.510 / 2.129 / 99 / 99,1.830 / 2.323 / 99 / 99,1.788 / 2.382 / 99 / 99,1.683 / 2.173 / 99 / 99
7,2-0,2.084 / 2.504 / 68 / 68,1.672 / 2.224 / 52 / 52,1.795 / 2.116 / 32 / 32,2.208 / 2.597 / 69 / 69
8,2-1,0.878 / 0.878 / 37 / 37,0.878 / 0.878 / 31 / 31,0.878 / 0.878 / 50 / 50,0.878 / 0.878 / 41 / 41
9,2-2,1.557 / 2.093 / 46 / 46,1.872 / 2.237 / 38 / 38,1.370 / 1.821 / 48 / 48,1.602 / 2.347 / 58 / 58
10,2-3,1.920 / 2.172 / 45 / 45,1.767 / 2.340 / 62 / 62,1.015 / 1.851 / 51 / 51,1.938 / 2.172 / 64 / 64
11,2-4,2.016 / 2.708 / 42 / 42,1.963 / 2.232 / 31 / 31,1.936 / 2.236 / 61 / 61,2.060 / 2.426 / 82 / 82
12,2-5,1.265 / 1.455 / 71 / 71,1.608 / 1.839 / 62 / 62,1.571 / 2.059 / 41 / 41,232.636 / 1736.448 / 30 / 32
13,2-6,1.097 / 1.212 / 59 / 59,1.127 / 1.343 / 43 / 43,1.116 / 1.178 / 48 / 48,0.953 / 1.155 / 30 / 30
14,2-7,1.671 / 1.671 / 24 / 24,1.671 / 1.671 / 53 / 53,1.671 / 1.671 / 42 / 42,1.689 / 1.691 / 31 / 31
15,2-8,0.943 / 0.949 / 38 / 38,0.942 / 0.949 / 46 / 46,0.945 / 0.949 / 66 / 66,0.945 / 0.949 / 53 / 53
16,2-9,1.842 / 2.072 / 61 / 61,1.238 / 1.715 / 69 / 69,1.237 / 1.370 / 45 / 45,2055.258 / 9536.857 / 40 / 40
17,2-10,1.227 / 1.985 / 52 / 52,1.363 / 2.047 / 78 / 78,1.480 / 1.955 / 62 / 62,1.238 / 1.985 / 32 / 32
18,2-11,1.845 / 1.882 / 30 / 30,0.871 / 0.871 / 45 / 45,0.871 / 0.871 / 27 / 27,1.952 / 2.196 / 51 / 51
19,2-12,0.966 / 0.966 / 55 / 55,1.117 / 1.455 / 36 / 36,0.979 / 1.636 / 58 / 58,117.432 / 489.669 / 42 / 43
20,2-13,2.949 / 3.441 / 43 / 43,2.259 / 2.438 / 27 / 27,2.340 / 2.515 / 37 / 37,3.031 / 3.524 / 62 / 62
