,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.288 / 1.572 / 99 / 99,1.534 / 1.929 / 99 / 99,2.404 / 4.102 / 99 / 99,1.327 / 1.572 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.724 / 1.964 / 99 / 99,1.871 / 2.172 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.104 / 1.278 / 99 / 99,2.141 / 2.590 / 99 / 99,1.308 / 1.608 / 99 / 99,1.174 / 1.278 / 99 / 99
3,1-3,1.341 / 1.662 / 99 / 99,1.479 / 1.770 / 99 / 99,1.819 / 2.255 / 99 / 99,1.365 / 1.662 / 99 / 99
4,2-0,1.446 / 1.446 / 43 / 43,1.447 / 1.474 / 62 / 62,2.238 / 2.412 / 67 / 67,1.446 / 1.446 / 80 / 80
5,2-1,1.736 / 1.736 / 62 / 62,1.646 / 1.736 / 36 / 36,1.736 / 1.736 / 13 / 13,1.740 / 1.840 / 78 / 78
6,2-2,1.709 / 1.709 / 42 / 42,1.231 / 1.231 / 70 / 70,1.935 / 1.935 / 53 / 53,1.709 / 1.709 / 83 / 83
7,2-3,1.587 / 1.902 / 56 / 56,1.804 / 2.247 / 50 / 50,1.832 / 2.458 / 39 / 39,1.669 / 2.210 / 43 / 43
8,2-4,1.900 / 2.079 / 32 / 32,1.713 / 2.007 / 43 / 43,2.191 / 2.775 / 61 / 61,2.054 / 2.997 / 47 / 47
9,2-5,0.895 / 0.895 / 41 / 41,0.895 / 0.895 / 44 / 44,0.895 / 0.895 / 46 / 46,0.895 / 0.895 / 40 / 40
10,2-6,1.854 / 2.240 / 49 / 49,1.973 / 2.240 / 57 / 57,1.271 / 1.729 / 24 / 24,1.898 / 2.240 / 56 / 56
11,2-7,1.367 / 1.618 / 37 / 37,0.907 / 0.978 / 59 / 59,0.871 / 0.871 / 22 / 22,1.362 / 1.491 / 62 / 62
12,2-8,2.101 / 2.562 / 53 / 53,2.022 / 2.562 / 51 / 51,2.109 / 2.333 / 46 / 46,2.137 / 2.562 / 52 / 52
13,2-9,2.271 / 2.466 / 23 / 23,2.310 / 2.466 / 64 / 64,2.148 / 2.466 / 25 / 25,2.210 / 2.466 / 35 / 35
14,2-10,2.435 / 3.012 / 37 / 37,2.336 / 2.782 / 67 / 67,2.371 / 3.000 / 61 / 61,2.637 / 3.255 / 38 / 38
15,2-11,3.619 / 3.982 / 59 / 59,3.684 / 4.160 / 45 / 45,3.628 / 4.035 / 48 / 48,3.984 / 4.895 / 26 / 26
16,2-12,2.001 / 2.348 / 43 / 43,1.214 / 1.688 / 37 / 37,2.488 / 2.666 / 32 / 32,2.052 / 2.349 / 49 / 49
17,2-13,1.642 / 2.201 / 51 / 51,1.342 / 1.922 / 64 / 64,2.474 / 2.957 / 39 / 39,1.803 / 2.201 / 73 / 73
18,2-14,2.546 / 2.578 / 56 / 56,2.546 / 2.578 / 41 / 41,2.630 / 2.633 / 52 / 52,2.546 / 2.568 / 46 / 46
19,2-15,1.042 / 1.208 / 55 / 55,1.013 / 1.208 / 45 / 45,0.967 / 1.208 / 60 / 60,0.945 / 1.208 / 56 / 56
