,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.022 / 1.053 / 99 / 99,1.502 / 1.764 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.145 / 1.372 / 99 / 99
1,1-1,1.464 / 1.791 / 99 / 99,1.783 / 2.247 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.818 / 2.220 / 99 / 99
2,1-2,1.405 / 1.441 / 99 / 99,1.443 / 1.493 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.427 / 1.441 / 99 / 99
3,1-3,1.000 / 1.000 / 99 / 99,1.375 / 1.437 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.313 / 1.437 / 99 / 99
4,2-0,2.800 / 2.983 / 46 / 46,2.857 / 3.149 / 53 / 53,-1.000 / -1.000 / 0 / 38,2.751 / 2.983 / 41 / 41
5,2-1,1.919 / 2.037 / 56 / 56,1.950 / 2.037 / 75 / 75,-1.000 / -1.000 / 0 / 66,1.890 / 2.037 / 53 / 53
6,2-2,3.001 / 3.101 / 60 / 60,3.051 / 3.101 / 20 / 20,-1.000 / -1.000 / 0 / 45,3.009 / 3.101 / 34 / 34
7,2-3,2.618 / 3.439 / 66 / 66,2.531 / 3.041 / 56 / 56,-1.000 / -1.000 / 0 / 63,2.421 / 3.024 / 34 / 34
8,2-4,1.230 / 1.625 / 36 / 36,1.251 / 1.625 / 75 / 75,-1.000 / -1.000 / 0 / 41,1.152 / 1.625 / 67 / 67
9,2-5,1.304 / 1.504 / 68 / 68,1.294 / 1.504 / 58 / 58,-1.000 / -1.000 / 0 / 35,1.232 / 1.504 / 33 / 33
10,2-6,2.503 / 2.503 / 45 / 45,2.503 / 2.503 / 63 / 63,-1.000 / -1.000 / 0 / 63,2.503 / 2.503 / 31 / 31
11,2-7,0.960 / 1.270 / 57 / 57,0.984 / 1.270 / 42 / 42,-1.000 / -1.000 / 0 / 48,1.042 / 1.270 / 71 / 71
12,2-8,2.527 / 2.830 / 42 / 42,2.581 / 2.936 / 49 / 49,-1.000 / -1.000 / 0 / 48,2.722 / 3.034 / 45 / 45
13,2-9,1.145 / 1.257 / 44 / 44,1.152 / 1.257 / 32 / 32,-1.000 / -1.000 / 0 / 61,1.187 / 1.257 / 57 / 57
14,2-10,2.774 / 2.774 / 40 / 40,2.864 / 3.145 / 62 / 62,-1.000 / -1.000 / 0 / 33,2.847 / 3.145 / 51 / 51
15,2-11,2.678 / 3.107 / 37 / 37,2.764 / 3.107 / 58 / 58,-1.000 / -1.000 / 0 / 65,2.744 / 3.077 / 47 / 47
16,2-12,1.228 / 1.458 / 54 / 54,1.268 / 1.458 / 76 / 76,-1.000 / -1.000 / 0 / 49,1.182 / 1.443 / 41 / 41
17,2-13,2.352 / 2.893 / 43 / 43,2.174 / 2.308 / 31 / 31,-1.000 / -1.000 / 0 / 40,2.327 / 2.893 / 51 / 51
18,2-14,1.693 / 1.693 / 58 / 58,1.693 / 1.693 / 70 / 70,-1.000 / -1.000 / 0 / 71,1.693 / 1.693 / 49 / 49
19,2-15,2.312 / 2.897 / 81 / 81,2.770 / 3.079 / 57 / 57,-1.000 / -1.000 / 0 / 55,2.271 / 2.504 / 42 / 42
