,ILP,shortest_path,least_used_capacity_percentage,least_conflict_value,min_max_percentage
1.0,2.85,2.65,3.175,2.65,2.86
1.25,2.775,2.777,2.943,3.172,2.943
1.5,3.256,3.194,3.227,3.081,2.847
1.75,3.099,2.924,3.013,2.997,2.912
2.0,3.063,3.065,3.753,3.025,2.91
