,ILP,shortest_path,least_used_capacity_percentage,least_conflict_value,min_max_percentage
1,3.588,4.57,4.342,3.037,4.463
2,4.915,3.03,3.084,3.03,3.248
3,4.478,3.215,2.854,2.964,3.784
4,3.099,2.924,3.013,2.997,2.912
