,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.193 / 1.368 / 99 / 99,1.854 / 2.096 / 99 / 99,2.328 / 2.561 / 99 / 99,1.134 / 1.368 / 99 / 99
1,1-1,1.295 / 1.532 / 99 / 99,1.253 / 1.690 / 99 / 99,1.297 / 1.706 / 99 / 99,1.243 / 1.532 / 99 / 99
2,2-0,1.100 / 1.330 / 51 / 51,1.089 / 1.471 / 27 / 27,1.150 / 1.471 / 57 / 57,1.048 / 1.330 / 51 / 51
3,2-1,1.011 / 1.240 / 67 / 67,0.960 / 1.217 / 44 / 44,0.946 / 1.240 / 46 / 46,1.054 / 1.563 / 55 / 55
4,2-2,1.219 / 1.395 / 31 / 31,1.333 / 1.622 / 65 / 65,1.232 / 1.622 / 51 / 51,1.329 / 1.622 / 53 / 53
5,2-3,1.763 / 1.869 / 45 / 45,2.354 / 2.483 / 19 / 19,1.284 / 1.753 / 54 / 54,1.826 / 2.282 / 56 / 56
6,2-4,2.106 / 2.106 / 23 / 23,2.223 / 2.491 / 36 / 36,2.256 / 2.559 / 76 / 76,2.299 / 2.500 / 46 / 46
7,2-5,2.281 / 2.491 / 33 / 33,2.132 / 2.491 / 45 / 45,2.171 / 2.559 / 41 / 41,2.110 / 2.244 / 40 / 40
8,2-6,0.899 / 0.899 / 52 / 52,0.899 / 0.899 / 73 / 73,0.907 / 1.334 / 54 / 54,0.899 / 0.899 / 35 / 35
9,2-7,1.316 / 1.595 / 52 / 52,1.346 / 1.719 / 46 / 46,1.400 / 1.595 / 44 / 44,1.404 / 1.595 / 31 / 31
