,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.522 / 1.522 / 99 / 99,2.046 / 2.109 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.008 / 1.140 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,2.264 / 2.385 / 99 / 99,2.315 / 2.385 / 99 / 99,10.707 / 430.981 / 99 / 99,2.329 / 2.385 / 99 / 99
3,1-3,1.402 / 1.652 / 99 / 99,1.413 / 1.652 / 99 / 99,2.380 / 2.472 / 99 / 99,1.410 / 1.652 / 99 / 99
4,1-4,1.295 / 1.481 / 99 / 99,1.524 / 1.749 / 99 / 99,1.513 / 1.749 / 99 / 99,1.383 / 1.715 / 99 / 99
5,2-0,0.926 / 1.146 / 56 / 56,0.830 / 1.533 / 39 / 39,0.819 / 1.498 / 50 / 50,0.874 / 1.448 / 69 / 69
6,2-1,0.894 / 0.894 / 38 / 38,0.894 / 0.894 / 69 / 69,0.894 / 0.894 / 46 / 46,0.894 / 0.894 / 55 / 55
7,2-2,0.844 / 1.086 / 66 / 66,0.872 / 1.086 / 56 / 56,0.938 / 1.705 / 74 / 74,0.929 / 1.086 / 45 / 45
8,2-3,2.337 / 2.908 / 61 / 61,2.336 / 3.191 / 47 / 47,2.527 / 3.345 / 71 / 71,2.295 / 3.132 / 37 / 37
9,2-4,1.955 / 2.152 / 35 / 35,1.917 / 2.152 / 57 / 57,0.894 / 0.894 / 72 / 72,1.877 / 2.152 / 67 / 67
10,2-5,1.590 / 1.659 / 25 / 25,1.599 / 1.641 / 47 / 47,1.536 / 1.536 / 62 / 62,1.645 / 1.659 / 35 / 35
11,2-6,2.376 / 2.809 / 47 / 47,2.475 / 2.791 / 42 / 42,0.964 / 1.203 / 30 / 30,2.465 / 2.809 / 40 / 40
12,2-7,0.974 / 1.818 / 69 / 69,1.046 / 1.818 / 50 / 50,1.357 / 1.910 / 41 / 41,1.070 / 1.818 / 45 / 45
13,2-8,2.508 / 2.709 / 59 / 59,2.503 / 3.272 / 62 / 62,0.977 / 1.244 / 35 / 35,2.466 / 2.915 / 49 / 49
14,2-9,2.530 / 2.820 / 47 / 47,2.409 / 3.015 / 43 / 43,2.508 / 2.920 / 30 / 30,2.347 / 2.820 / 42 / 42
