,min_max_percentage,shortest_path,least_used_capacity_percentage,ILP,least_conflict_value
1,0.9583333333333334,0.9765625,0.9609375,0.9739583333333334,0.9557291666666666
2,0.9897959183673469,1.0,1.0,1.0,1.0
3,1.0,1.0,0.9923469387755102,0.9948979591836735,1.0
4,1.0,1.0,1.0,1.0,1.0
