,min_max_percentage,shortest_path,least_used_capacity_percentage,ILP,least_conflict_value
1.0,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0
1.25,0.9895833333333334,1.0,1.0,1.0,1.0
1.5,0.9795918367346939,1.0,1.0,1.0,0.9965986394557823
1.75,0.9897959183673469,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,0.9977324263038548,1.0
