,min_max_percentage,shortest_path,least_used_capacity_percentage,ILP,least_conflict_value
1.0,1.0,1.0,1.0,0.9411764705882353,0.9926470588235294
1.25,1.0,1.0,1.0,0.9333333333333333,1.0
1.5,0.9659863945578231,1.0,0.9693877551020408,0.9591836734693877,0.9829931972789115
1.75,0.9583333333333334,0.9765625,0.9609375,0.9739583333333334,0.9557291666666666
2.0,0.9653061224489796,0.9795918367346939,0.9795918367346939,0.9122448979591836,0.9775510204081632
