,min_max_percentage,shortest_path,least_used_capacity_percentage,ILP,least_conflict_value
1,1.0,1.0,1.0,0.9411764705882353,0.9926470588235294
2,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0
3,1.0,1.0,1.0,0.9705882352941176,1.0
4,0.9333333333333333,0.9733333333333334,0.94,0.92,0.94
