,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.299 / 1.605 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.200 / 1.971 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.250 / 1.354 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.204 / 1.354 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.481 / 1.624 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.770 / 2.048 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.571 / 1.792 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
8,2-0,0.691 / 0.691 / 57 / 57,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 28,-1.000 / -1.000 / 0 / 35
9,2-1,0.941 / 0.941 / 35 / 35,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 28
10,2-2,0.993 / 1.185 / 41 / 41,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 46
11,2-3,1.368 / 2.016 / 59 / 59,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 43
12,2-4,1.001 / 1.220 / 49 / 49,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 41
13,2-5,1.273 / 1.719 / 44 / 44,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 77,-1.000 / -1.000 / 0 / 45
14,2-6,1.035 / 1.109 / 70 / 70,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 74,-1.000 / -1.000 / 0 / 35
15,2-7,0.956 / 1.150 / 61 / 61,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 63
