,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.233 / 1.753 / 99 / 99,1.314 / 2.103 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.420 / 2.203 / 99 / 99
1,1-1,2.425 / 2.997 / 99 / 99,1.914 / 2.451 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.704 / 2.191 / 99 / 99
2,1-2,1.453 / 2.001 / 99 / 99,1.549 / 2.034 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.473 / 2.001 / 99 / 99
3,1-3,2.365 / 2.927 / 99 / 99,2.171 / 2.644 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.265 / 1.711 / 99 / 99
4,1-4,2.281 / 2.846 / 99 / 99,2.456 / 2.848 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.360 / 2.848 / 99 / 99
5,1-5,1.917 / 2.489 / 99 / 99,1.962 / 2.489 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.930 / 2.489 / 99 / 99
6,1-6,1.328 / 1.400 / 99 / 99,2.338 / 2.893 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.273 / 1.400 / 99 / 99
7,2-0,1.034 / 1.570 / 62 / 62,1.092 / 1.727 / 52 / 52,-1.000 / -1.000 / 0 / 34,1.106 / 1.762 / 45 / 45
8,2-1,2.512 / 3.148 / 48 / 48,2.206 / 2.703 / 21 / 21,-1.000 / -1.000 / 0 / 33,2.485 / 2.987 / 49 / 49
9,2-2,1.700 / 2.445 / 65 / 65,1.653 / 2.445 / 42 / 42,-1.000 / -1.000 / 0 / 38,1.652 / 2.445 / 17 / 17
10,2-3,1.481 / 1.712 / 42 / 42,1.587 / 2.261 / 49 / 49,-1.000 / -1.000 / 0 / 47,1.605 / 2.012 / 61 / 61
11,2-4,1.124 / 1.290 / 72 / 72,1.054 / 1.054 / 77 / 77,-1.000 / -1.000 / 0 / 32,1.070 / 1.120 / 53 / 53
12,2-5,1.049 / 1.049 / 29 / 29,1.049 / 1.049 / 44 / 44,-1.000 / -1.000 / 0 / 52,1.049 / 1.049 / 49 / 49
13,2-6,3.197 / 4.035 / 65 / 65,1.757 / 2.914 / 27 / 27,-1.000 / -1.000 / 0 / 25,3.380 / 3.965 / 25 / 25
14,2-7,3.237 / 3.893 / 56 / 56,3.052 / 3.773 / 50 / 50,-1.000 / -1.000 / 0 / 73,3.038 / 3.902 / 49 / 49
15,2-8,1.990 / 2.197 / 47 / 47,2.000 / 2.299 / 62 / 62,-1.000 / -1.000 / 0 / 46,1.982 / 1.982 / 49 / 49
16,2-9,2.003 / 3.669 / 85 / 85,1.919 / 2.311 / 59 / 59,-1.000 / -1.000 / 0 / 17,1.298 / 1.526 / 37 / 37
17,2-10,2.913 / 2.951 / 41 / 41,1.670 / 2.355 / 64 / 64,-1.000 / -1.000 / 0 / 47,2.165 / 2.355 / 27 / 27
18,2-11,1.689 / 2.218 / 62 / 62,1.651 / 2.203 / 55 / 55,-1.000 / -1.000 / 0 / 45,1.514 / 1.972 / 48 / 48
19,2-12,2.227 / 2.227 / 69 / 69,2.232 / 2.425 / 43 / 43,-1.000 / -1.000 / 0 / 22,2.243 / 2.306 / 41 / 41
20,2-13,1.132 / 1.383 / 52 / 52,1.072 / 1.383 / 54 / 54,-1.000 / -1.000 / 0 / 49,1.100 / 1.792 / 50 / 50
21,2-14,1.043 / 1.608 / 32 / 32,1.039 / 1.346 / 50 / 50,-1.000 / -1.000 / 0 / 39,1.076 / 1.273 / 46 / 46
22,2-15,4.113 / 5.350 / 45 / 45,2.024 / 2.549 / 49 / 49,-1.000 / -1.000 / 0 / 31,1.979 / 3.024 / 46 / 46
23,2-16,1.587 / 1.883 / 23 / 23,1.617 / 1.975 / 23 / 23,-1.000 / -1.000 / 0 / 53,1.604 / 1.824 / 45 / 45
24,2-17,1.005 / 3.668 / 41 / 41,0.734 / 0.734 / 24 / 24,-1.000 / -1.000 / 0 / 56,0.734 / 0.734 / 44 / 44
25,2-18,1.633 / 2.043 / 67 / 67,1.663 / 2.017 / 74 / 74,-1.000 / -1.000 / 0 / 67,1.625 / 2.045 / 60 / 60
26,2-19,1.387 / 4.618 / 42 / 42,1.294 / 1.962 / 55 / 55,-1.000 / -1.000 / 0 / 65,1.245 / 1.412 / 37 / 37
27,2-20,3.561 / 3.872 / 28 / 28,2.660 / 3.044 / 53 / 53,-1.000 / -1.000 / 0 / 42,1.138 / 1.138 / 48 / 48
28,2-21,2.515 / 2.982 / 70 / 70,2.290 / 2.516 / 37 / 37,-1.000 / -1.000 / 0 / 25,2.426 / 2.613 / 50 / 50
29,2-22,2.290 / 2.680 / 54 / 54,1.737 / 2.281 / 59 / 59,-1.000 / -1.000 / 0 / 37,1.831 / 2.439 / 56 / 56
