,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.422 / 1.778 / 99 / 99,1.275 / 1.932 / 99 / 99,1.340 / 2.718 / 99 / 99,1.454 / 2.034 / 99 / 99
1,1-1,1.337 / 1.474 / 99 / 99,1.352 / 1.665 / 99 / 99,1.378 / 2.127 / 99 / 99,1.413 / 1.940 / 99 / 99
2,1-2,1.432 / 1.897 / 98 / 99,1.924 / 3.000 / 99 / 99,1.930 / 2.510 / 99 / 99,5.834 / 435.126 / 99 / 99
3,1-3,1.732 / 2.096 / 99 / 99,49.351 / 3125.895 / 99 / 99,7.084 / 522.473 / 99 / 99,1.630 / 1.758 / 99 / 99
4,1-4,1.219 / 1.828 / 99 / 99,1.567 / 2.044 / 99 / 99,1.918 / 2.252 / 99 / 99,1.536 / 2.363 / 99 / 99
5,1-5,1.578 / 1.686 / 99 / 99,1.656 / 1.885 / 99 / 99,1.616 / 1.769 / 99 / 99,1.607 / 2.020 / 99 / 99
6,1-6,1.252 / 1.596 / 99 / 99,2.203 / 3.109 / 99 / 99,2.850 / 3.762 / 99 / 99,1.155 / 1.596 / 99 / 99
7,2-0,1.419 / 1.884 / 37 / 37,1.097 / 2.030 / 26 / 26,1.087 / 1.831 / 48 / 48,1.837 / 2.476 / 54 / 54
8,2-1,2.271 / 2.962 / 62 / 62,2.349 / 2.681 / 23 / 27,10.933 / 448.662 / 52 / 52,2.371 / 2.969 / 50 / 50
9,2-2,2.023 / 2.248 / 77 / 77,1.774 / 4.337 / 60 / 60,1.716 / 2.522 / 51 / 51,2.048 / 2.248 / 52 / 52
10,2-3,1.647 / 3.159 / 65 / 65,1.939 / 2.494 / 58 / 58,1.998 / 2.257 / 46 / 46,1.222 / 1.783 / 42 / 42
11,2-4,1.196 / 1.803 / 44 / 44,1.263 / 2.037 / 43 / 43,1.104 / 1.280 / 36 / 36,1.228 / 1.408 / 35 / 35
12,2-5,1.325 / 2.258 / 56 / 56,1.524 / 2.601 / 58 / 58,1.466 / 2.137 / 46 / 46,1.560 / 2.344 / 65 / 65
13,2-6,2.778 / 3.055 / 62 / 62,3.219 / 4.421 / 58 / 58,3.160 / 3.367 / 59 / 59,2.977 / 3.487 / 42 / 42
14,2-7,0.891 / 0.891 / 38 / 38,1.985 / 3.423 / 33 / 37,696.957 / 6066.259 / 50 / 61,0.891 / 0.891 / 47 / 47
15,2-8,1.517 / 1.991 / 50 / 50,1.628 / 2.084 / 49 / 49,1.963 / 2.605 / 34 / 34,11.187 / 465.652 / 48 / 48
16,2-9,2.300 / 2.843 / 56 / 56,2.172 / 3.016 / 57 / 57,2.060 / 2.956 / 57 / 57,2.193 / 3.040 / 29 / 29
17,2-10,1.410 / 2.309 / 33 / 33,1.241 / 1.778 / 82 / 82,1.022 / 2.246 / 68 / 68,1.479 / 1.945 / 34 / 34
18,2-11,1.317 / 1.984 / 82 / 82,1.646 / 2.568 / 37 / 37,1.698 / 2.992 / 50 / 50,1.377 / 1.984 / 57 / 57
19,2-12,2.032 / 2.722 / 77 / 77,138.481 / 2736.626 / 60 / 64,1.528 / 1.913 / 70 / 70,1.889 / 3.154 / 52 / 52
20,2-13,1.451 / 1.451 / 64 / 64,14.873 / 446.125 / 33 / 33,86.419 / 1780.294 / 42 / 42,1.460 / 1.597 / 42 / 42
21,2-14,0.919 / 0.919 / 51 / 51,0.919 / 0.919 / 55 / 55,0.919 / 0.919 / 49 / 49,0.919 / 0.919 / 46 / 46
22,2-15,1.365 / 2.084 / 25 / 25,1.979 / 2.727 / 61 / 61,1.737 / 2.568 / 48 / 48,2.877 / 3.557 / 30 / 30
23,2-16,1.435 / 1.733 / 28 / 28,54.706 / 3419.861 / 64 / 68,1.164 / 1.591 / 21 / 21,1.322 / 1.902 / 40 / 40
24,2-17,0.720 / 0.720 / 31 / 31,1.171 / 2.387 / 34 / 34,0.939 / 2.136 / 48 / 48,0.883 / 1.469 / 49 / 49
25,2-18,1.087 / 2.122 / 72 / 72,1.627 / 2.275 / 50 / 50,1.903 / 2.967 / 49 / 49,2.765 / 3.602 / 39 / 39
26,2-19,2.143 / 2.168 / 75 / 75,2.179 / 2.933 / 21 / 21,2.169 / 2.390 / 41 / 41,2.142 / 2.223 / 45 / 45
27,2-20,3.579 / 3.896 / 60 / 60,1.774 / 1.990 / 53 / 53,1.710 / 1.899 / 28 / 28,3.641 / 4.051 / 55 / 55
28,2-21,1.039 / 1.238 / 26 / 26,55.424 / 1519.410 / 56 / 57,1.162 / 1.901 / 38 / 38,1.087 / 1.882 / 19 / 19
29,2-22,2.403 / 2.889 / 43 / 43,2.386 / 3.109 / 37 / 37,1.603 / 2.133 / 55 / 55,2.753 / 3.452 / 74 / 74
30,2-23,2.255 / 2.638 / 39 / 39,1.187 / 1.415 / 50 / 50,17.312 / 515.984 / 32 / 32,11.017 / 518.112 / 60 / 60
31,2-24,1.364 / 1.948 / 23 / 23,1.951 / 2.305 / 64 / 64,1.996 / 2.277 / 69 / 69,1.361 / 1.713 / 43 / 43
32,2-25,2.098 / 2.351 / 31 / 31,2.209 / 2.558 / 63 / 63,2.289 / 2.690 / 43 / 43,2.095 / 2.497 / 49 / 49
33,2-26,2.191 / 2.336 / 56 / 56,2.393 / 2.847 / 71 / 71,2.020 / 2.325 / 36 / 36,2.057 / 2.691 / 59 / 59
34,2-27,3.565 / 4.108 / 36 / 36,2.000 / 2.538 / 51 / 51,1.965 / 2.376 / 33 / 36,73.088 / 454.362 / 38 / 38
