,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.905 / 2.018 / 99 / 99,3.327 / 3.477 / 99 / 99,1.866 / 1.903 / 99 / 99
1,1-1,1.147 / 1.247 / 99 / 99,1.093 / 1.230 / 99 / 99,1.131 / 1.445 / 99 / 99,1.073 / 1.210 / 99 / 99
2,1-2,1.480 / 1.606 / 99 / 99,1.421 / 1.563 / 99 / 99,1.535 / 1.789 / 99 / 99,1.399 / 1.542 / 99 / 99
3,1-3,1.102 / 1.110 / 99 / 99,0.897 / 0.897 / 99 / 99,2.034 / 2.126 / 99 / 99,1.269 / 1.296 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.025 / 2.202 / 99 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.367 / 1.442 / 99 / 99,1.550 / 1.670 / 99 / 99,2.170 / 2.170 / 99 / 99,1.100 / 1.152 / 99 / 99
6,1-6,1.011 / 1.021 / 99 / 99,1.456 / 1.456 / 99 / 99,2.885 / 3.000 / 99 / 99,1.270 / 1.664 / 99 / 99
7,1-7,1.372 / 1.525 / 99 / 99,1.494 / 1.525 / 99 / 99,2.213 / 2.374 / 98 / 99,1.572 / 1.690 / 99 / 99
8,1-8,1.141 / 1.348 / 99 / 99,1.837 / 2.730 / 99 / 99,1.727 / 3.099 / 99 / 99,1.388 / 1.686 / 99 / 99
9,2-0,0.889 / 0.889 / 47 / 47,0.889 / 0.889 / 45 / 45,0.889 / 0.889 / 40 / 40,0.889 / 0.889 / 27 / 27
10,2-1,1.073 / 1.416 / 58 / 58,1.145 / 1.416 / 60 / 60,-1.000 / -1.000 / 0 / 31,0.942 / 1.256 / 49 / 49
11,2-2,1.782 / 1.827 / 59 / 59,1.634 / 1.669 / 35 / 35,1.005 / 1.067 / 45 / 45,1.656 / 1.864 / 43 / 43
12,2-3,1.615 / 1.624 / 51 / 51,0.900 / 0.900 / 60 / 60,1.623 / 1.675 / 63 / 63,0.900 / 0.900 / 52 / 52
13,2-4,1.065 / 1.283 / 39 / 39,1.118 / 1.283 / 62 / 62,0.930 / 0.930 / 47 / 47,1.018 / 1.283 / 56 / 56
14,2-5,1.127 / 1.127 / 62 / 62,2.811 / 2.811 / 48 / 48,1.127 / 1.127 / 46 / 46,2.811 / 2.811 / 71 / 71
15,2-6,0.970 / 1.067 / 52 / 52,0.985 / 1.138 / 64 / 64,1.364 / 1.404 / 24 / 24,1.095 / 1.371 / 58 / 58
16,2-7,2.034 / 2.044 / 35 / 35,1.076 / 1.076 / 49 / 49,1.925 / 1.925 / 39 / 39,1.076 / 1.076 / 65 / 65
17,2-8,1.030 / 1.370 / 46 / 46,1.026 / 1.370 / 49 / 49,1.792 / 2.376 / 52 / 52,1.003 / 1.370 / 24 / 24
