,ILP,shortest_path,least_used_capacity_percentage,least_conflict_value,min_max_percentage
1.0,0.9191489361702128,1.0,0.9170212765957447,0.9787234042553191,0.9531914893617022
1.25,0.8581560283687943,0.9379432624113475,0.9131205673758865,0.9698581560283688,0.9450354609929078
1.5,0.7376093294460642,0.8877551020408163,0.7230320699708455,0.8615160349854227,0.8250728862973761
1.75,0.9094387755102041,0.9400510204081632,0.8507653061224489,0.9272959183673469,0.8686224489795918
2.0,0.7714285714285715,0.8857142857142857,0.6469387755102041,0.7510204081632653,0.7234693877551021
