,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.183 / 1.412 /  9,1.253 / 1.573 /  9,1.161 / 1.161 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.074 / 1.333 /  9,1.037 / 1.333 /  9,1.221 / 1.586 /  9,1.092 / 1.329 /  9,1.018 / 1.193 /  9
2,2-0,0.894 / 0.894 / 11,0.894 / 0.894 /  7,0.894 / 0.894 /  8,0.894 / 0.894 /  9,0.894 / 0.894 /  8
3,2-1,1.131 / 1.131 /  6,1.131 / 1.131 /  7,1.172 / 1.542 / 10,1.190 / 1.542 /  7,1.131 / 1.131 /  7
4,2-2,0.895 / 0.895 /  8,1.040 / 1.040 /  7,1.040 / 1.040 /  3,0.895 / 0.895 /  6,0.895 / 0.895 /  6
5,2-3,1.879 / 2.127 /  8,1.737 / 1.737 /  5,1.799 / 2.109 /  6,1.737 / 1.737 /  4,1.737 / 1.737 /  5
6,2-4,0.890 / 0.890 /  5,0.984 / 1.267 /  8,0.953 / 1.267 /  6,0.890 / 0.890 /  8,0.890 / 0.890 /  5
7,2-5,0.894 / 0.894 /  7,0.894 / 0.894 /  8,0.894 / 0.894 /  6,0.894 / 0.894 /  5,0.894 / 0.894 /  9
8,2-6,1.041 / 1.041 /  1,1.176 / 1.581 /  8,1.142 / 1.381 /  8,1.041 / 1.055 / 10,1.122 / 1.581 /  7
9,2-7,1.279 / 1.279 /  8,1.384 / 1.646 /  7,1.279 / 1.279 /  7,1.279 / 1.279 /  6,1.279 / 1.279 /  4
