,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.169 / 1.452 /  9,1.218 / 1.534 /  9,1.538 / 1.538 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.041 / 1.372 /  9,1.000 / 1.000 /  9,1.085 / 1.381 /  9,1.000 / 1.000 /  9,1.042 / 1.381 /  9
2,2-0,0.890 / 0.890 /  5,0.890 / 0.890 /  8,0.936 / 1.301 /  9,0.890 / 0.890 /  7,0.890 / 0.890 /  9
3,2-1,0.909 / 0.909 /  6,0.962 / 1.228 /  6,1.037 / 1.228 /  5,0.909 / 0.909 /  5,0.909 / 0.909 /  5
4,2-2,1.209 / 1.209 /  6,1.209 / 1.212 / 11,0.670 / 0.670 /  4,1.209 / 1.212 /  7,1.209 / 1.209 /  6
5,2-3,1.531 / 1.531 /  8,1.531 / 1.531 /  7,1.055 / 1.055 /  3,1.531 / 1.531 /  7,1.531 / 1.531 /  8
6,2-4,1.640 / 1.640 / 11,1.640 / 1.640 /  9,1.130 / 1.130 /  7,1.555 / 1.640 /  6,1.640 / 1.640 / 12
7,2-5,0.952 / 0.952 /  8,0.952 / 0.952 /  9,0.952 / 0.952 /  7,0.952 / 0.952 /  3,0.952 / 0.952 /  5
8,2-6,1.548 / 1.633 /  6,1.633 / 1.633 /  3,1.125 / 1.125 /  5,1.633 / 1.633 /  6,1.778 / 2.019 /  8
9,2-7,0.971 / 1.085 /  7,0.951 / 0.951 /  9,0.951 / 0.951 /  6,0.951 / 0.951 /  5,0.951 / 0.951 /  8
