,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.012 / 1.391 / 99 / 99,1.036 / 1.391 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.354 / 1.836 / 99 / 99,1.841 / 2.274 / 99 / 99,2.235 / 2.693 / 99 / 99,1.335 / 1.836 / 99 / 99
2,2-0,1.070 / 1.070 / 35 / 35,1.179 / 1.179 / 57 / 57,1.184 / 1.435 / 48 / 49,1.070 / 1.070 / 41 / 41
3,2-1,1.036 / 1.254 / 61 / 61,1.677 / 2.024 / 49 / 49,1.728 / 2.024 / 56 / 56,1.046 / 1.254 / 42 / 42
4,2-2,1.391 / 1.795 / 64 / 64,1.385 / 1.909 / 37 / 37,1.362 / 1.909 / 60 / 60,1.457 / 1.795 / 52 / 52
5,2-3,0.952 / 1.285 / 43 / 43,1.844 / 2.242 / 64 / 64,1.879 / 2.126 / 36 / 36,0.944 / 1.285 / 51 / 51
6,2-4,1.015 / 1.811 / 62 / 62,0.949 / 1.308 / 48 / 48,1.030 / 1.986 / 32 / 32,1.078 / 1.920 / 16 / 16
7,2-5,1.160 / 1.178 / 52 / 52,1.152 / 1.328 / 62 / 62,7.515 / 415.130 / 65 / 65,1.154 / 1.276 / 42 / 42
8,2-6,0.991 / 1.511 / 24 / 24,0.993 / 1.210 / 38 / 38,0.954 / 1.210 / 42 / 42,0.963 / 1.511 / 61 / 61
9,2-7,1.410 / 1.776 / 53 / 53,1.378 / 1.875 / 77 / 77,1.520 / 1.875 / 66 / 66,1.325 / 1.655 / 51 / 51
