,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.065 / 1.248 /  9,1.002 / 1.022 /  9,1.057 / 1.512 /  9,1.012 / 1.022 /  9,1.005 / 1.022 /  9
1,1-1,1.036 / 1.324 /  9,1.285 / 1.285 /  9,1.321 / 1.609 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,2-0,0.945 / 1.398 /  9,1.146 / 1.146 /  8,1.146 / 1.146 /  9,0.889 / 0.889 /  8,0.889 / 0.889 /  8
3,2-1,0.927 / 1.187 /  8,0.895 / 0.931 /  8,0.914 / 1.009 /  5,0.923 / 1.187 /  9,0.900 / 0.931 /  4
4,2-2,1.408 / 1.669 /  8,1.374 / 1.408 /  9,1.369 / 1.408 /  9,1.413 / 1.665 /  8,1.412 / 1.665 /  9
5,2-3,0.962 / 1.294 / 11,0.981 / 1.294 /  7,0.929 / 0.929 /  5,0.929 / 0.929 /  4,1.000 / 1.562 /  9
6,2-4,0.688 / 1.383 /  9,0.732 / 1.383 /  6,0.688 / 1.383 /  9,0.732 / 1.647 /  8,0.601 / 0.601 /  7
7,2-5,1.519 / 1.843 /  9,1.799 / 2.120 /  9,1.762 / 1.782 /  4,1.478 / 1.478 / 10,1.530 / 1.843 /  7
8,2-6,1.223 / 1.289 /  9,1.163 / 1.163 /  7,1.274 / 1.730 /  9,1.223 / 1.289 /  9,1.201 / 1.464 /  8
9,2-7,1.990 / 1.990 /  5,1.990 / 1.990 /  5,1.996 / 2.035 /  7,1.990 / 1.990 /  5,2.027 / 2.361 / 10
