,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.558 / 1.876 /  9,1.554 / 1.846 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.037 / 1.334 /  9,1.394 / 1.394 /  9,1.524 / 2.063 /  9,1.301 / 1.598 /  9,1.111 / 1.334 /  9
2,2-0,1.687 / 1.687 /  7,0.985 / 0.985 /  5,1.015 / 1.166 /  6,1.931 / 1.931 /  9,1.687 / 1.687 /  7
3,2-1,1.472 / 1.800 /  7,0.898 / 0.898 /  7,0.898 / 0.898 /  7,1.728 / 2.063 /  8,1.465 / 1.800 /  8
4,2-2,1.843 / 1.960 /  7,1.870 / 1.870 /  8,1.870 / 1.870 /  5,1.858 / 1.960 /  8,1.796 / 1.796 /  9
5,2-3,0.985 / 1.429 /  9,1.303 / 1.303 /  9,1.445 / 2.030 / 10,1.175 / 1.175 /  7,0.929 / 0.929 /  8
6,2-4,1.305 / 1.559 /  8,1.086 / 1.086 /  8,1.086 / 1.086 /  4,1.269 / 1.269 /  5,1.269 / 1.269 /  7
7,2-5,0.941 / 0.941 /  4,1.432 / 1.740 /  8,1.463 / 1.820 / 10,1.078 / 1.351 /  9,0.984 / 1.410 / 11
8,2-6,1.345 / 1.630 /  8,0.893 / 0.893 / 10,0.893 / 0.893 /  9,1.251 / 1.251 /  8,1.251 / 1.251 /  7
9,2-7,1.515 / 1.837 /  7,2.151 / 2.151 /  8,2.193 / 2.527 /  9,1.461 / 1.461 /  7,1.524 / 1.837 /  6
