,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.197 / 1.197 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.033 / 1.298 /  9,0.954 / 1.219 /  9,0.921 / 0.921 /  9,1.035 / 1.298 /  9,1.322 / 1.455 /  9
2,2-0,1.183 / 1.183 / 10,1.242 / 1.658 /  8,1.183 / 1.183 /  7,1.183 / 1.183 /  8,1.302 / 1.658 /  8
3,2-1,1.099 / 1.395 /  8,1.057 / 1.057 /  7,1.057 / 1.057 /  5,1.099 / 1.395 /  8,1.057 / 1.057 /  8
4,2-2,1.356 / 1.356 /  6,1.369 / 1.456 /  8,1.356 / 1.356 /  4,1.356 / 1.356 /  7,1.401 / 1.762 /  9
5,2-3,0.889 / 0.889 /  6,0.889 / 0.889 /  7,0.900 / 0.980 /  8,0.933 / 1.247 /  8,0.889 / 0.889 /  6
6,2-4,0.909 / 0.909 /  7,0.909 / 0.909 /  8,0.909 / 0.909 /  8,0.909 / 0.909 / 10,0.909 / 0.909 /  9
7,2-5,1.859 / 2.169 /  5,1.784 / 1.807 /  8,1.834 / 2.149 /  7,1.888 / 2.149 /  7,1.868 / 2.565 /  9
8,2-6,1.324 / 1.324 /  5,1.324 / 1.324 /  7,1.324 / 1.324 /  7,1.324 / 1.324 /  5,1.324 / 1.324 /  8
9,2-7,0.798 / 0.798 /  4,0.915 / 1.621 /  7,0.798 / 0.798 /  5,0.798 / 0.798 /  6,0.798 / 0.798 /  6
