,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.185 / 1.185 /  9,1.393 / 2.009 /  9,1.281 / 1.316 /  9,1.304 / 1.421 /  9
1,1-1,1.664 / 1.825 /  9,2.023 / 2.200 /  9,1.890 / 1.944 /  9,1.771 / 1.825 /  9,1.890 / 1.944 /  9
2,2-0,0.738 / 0.738 /  5,0.738 / 0.738 /  8,0.818 / 0.898 /  8,0.761 / 0.898 /  7,0.754 / 0.898 / 10
3,2-1,0.914 / 1.119 / 10,1.108 / 1.490 /  9,0.923 / 1.650 / 10,0.842 / 0.842 /  6,0.842 / 0.842 /  9
4,2-2,0.952 / 0.952 /  4,0.963 / 1.061 / 10,0.952 / 0.952 /  7,0.952 / 0.952 /  8,0.952 / 0.952 / 10
5,2-3,1.027 / 1.320 /  7,0.978 / 0.978 /  5,0.978 / 0.980 /  7,1.048 / 1.328 / 10,0.978 / 0.978 /  6
6,2-4,0.891 / 0.891 /  6,0.935 / 1.113 / 10,0.987 / 0.987 /  5,0.940 / 1.113 /  9,0.915 / 1.113 /  9
7,2-5,1.226 / 1.526 /  7,1.245 / 1.519 /  5,1.176 / 1.176 /  4,1.233 / 1.519 /  6,1.176 / 1.176 /  7
8,2-6,1.592 / 1.809 /  5,1.448 / 1.448 /  7,1.520 / 1.809 / 10,1.448 / 1.448 /  6,1.493 / 1.809 /  8
9,2-7,0.919 / 0.919 /  7,0.919 / 0.919 /  7,1.205 / 1.776 /  6,0.919 / 0.919 /  6,0.919 / 0.919 / 10
