,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,0.999 / 1.215 /  9,1.030 / 1.215 /  9,0.974 / 1.031 /  9,1.081 / 1.215 /  9,1.025 / 1.215 /  9
1,1-1,1.000 / 1.000 /  9,1.039 / 1.353 /  9,2.356 / 2.669 /  9,1.039 / 1.353 /  9,1.000 / 1.000 /  9
2,2-0,0.989 / 0.989 / 12,0.989 / 0.989 /  9,0.989 / 0.989 /  8,0.989 / 0.989 /  9,0.989 / 0.989 /  9
3,2-1,2.474 / 2.575 /  9,2.477 / 2.819 / 10,2.486 / 2.819 /  8,2.466 / 2.575 /  5,2.477 / 2.575 /  6
4,2-2,1.965 / 2.058 /  9,2.000 / 2.302 / 11,1.944 / 1.990 /  9,2.059 / 2.302 /  6,2.042 / 2.302 /  7
5,2-3,0.989 / 0.989 /  5,1.076 / 1.252 /  6,0.989 / 0.989 /  9,0.989 / 0.989 /  8,0.989 / 0.989 /  4
6,2-4,1.266 / 1.266 /  5,1.266 / 1.266 /  9,1.266 / 1.266 /  7,1.266 / 1.266 / 10,1.296 / 1.567 / 10
7,2-5,1.202 / 1.604 /  8,1.203 / 1.524 /  8,1.145 / 1.145 /  8,1.145 / 1.145 /  5,1.145 / 1.145 /  7
8,2-6,0.958 / 0.958 /  5,0.986 / 1.183 /  8,0.958 / 0.958 /  7,0.958 / 0.958 /  8,0.981 / 1.210 / 11
9,2-7,0.891 / 0.891 /  9,0.891 / 0.891 /  7,0.891 / 0.891 /  8,0.891 / 0.891 /  5,0.891 / 0.891 /  5
