,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.356 / 1.530 /  9,1.122 / 1.622 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.153 / 1.211 /  9,1.287 / 1.287 /  9,1.023 / 1.211 /  9,1.094 / 1.211 /  9
2,2-0,0.753 / 0.753 /  8,0.847 / 0.847 /  9,0.972 / 0.972 /  9,0.753 / 0.753 /  8,0.753 / 0.753 /  5
3,2-1,1.031 / 1.101 /  7,1.009 / 1.027 /  8,1.084 / 1.084 /  9,1.028 / 1.101 /  4,1.003 / 1.003 /  6
4,2-2,0.894 / 0.894 /  6,0.894 / 0.894 /  8,1.051 / 1.114 /  7,0.894 / 0.894 /  5,0.936 / 1.266 /  9
5,2-3,1.126 / 1.126 /  8,1.126 / 1.126 /  8,1.186 / 1.186 /  7,1.126 / 1.126 /  7,1.126 / 1.126 /  7
6,2-4,0.889 / 0.889 /  7,0.936 / 1.166 /  6,0.907 / 0.907 /  9,0.924 / 1.166 /  8,0.889 / 0.889 /  5
7,2-5,0.892 / 0.892 /  4,0.945 / 1.264 /  7,0.948 / 1.286 /  7,0.892 / 0.892 /  8,0.892 / 0.892 / 10
8,2-6,1.228 / 1.565 /  8,1.598 / 1.856 /  5,1.324 / 1.919 /  9,1.180 / 1.180 /  4,1.276 / 1.565 /  4
9,2-7,1.072 / 1.373 /  7,1.005 / 1.373 /  8,1.158 / 1.187 /  8,1.056 / 1.418 /  9,1.030 / 1.418 /  6
