,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.272 / 1.341 / 99 / 99,1.865 / 2.024 / 99 / 99,1.821 / 2.102 / 99 / 99,1.172 / 1.341 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.969 / 2.536 / 99 / 99,2.031 / 2.536 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.230 / 1.271 / 99 / 99,1.163 / 1.271 / 99 / 99,1.249 / 1.271 / 99 / 99,1.165 / 1.271 / 99 / 99
3,1-3,1.061 / 1.091 / 99 / 99,1.202 / 1.444 / 99 / 99,1.055 / 1.091 / 99 / 99,1.261 / 1.261 / 99 / 99
4,1-4,1.590 / 1.716 / 99 / 99,1.687 / 1.839 / 99 / 99,1.568 / 1.716 / 99 / 99,1.549 / 1.716 / 99 / 99
5,2-0,1.325 / 1.760 / 60 / 60,1.357 / 1.760 / 40 / 40,1.265 / 1.617 / 54 / 54,1.346 / 1.644 / 35 / 35
6,2-1,0.919 / 0.919 / 65 / 65,0.925 / 1.252 / 60 / 60,0.919 / 0.919 / 69 / 69,2.744 / 3.306 / 33 / 33
7,2-2,0.928 / 1.035 / 60 / 60,0.933 / 1.035 / 41 / 41,0.913 / 1.035 / 60 / 60,0.905 / 1.035 / 47 / 47
8,2-3,1.144 / 1.871 / 54 / 54,1.070 / 1.070 / 23 / 23,1.360 / 1.871 / 58 / 58,1.138 / 1.871 / 47 / 47
9,2-4,1.479 / 1.776 / 24 / 24,0.935 / 1.246 / 35 / 35,1.135 / 1.317 / 71 / 71,1.540 / 1.779 / 27 / 27
10,2-5,1.087 / 1.459 / 56 / 56,1.113 / 1.459 / 49 / 49,0.907 / 1.253 / 25 / 25,1.077 / 1.459 / 45 / 45
11,2-6,1.741 / 2.015 / 50 / 50,1.704 / 2.015 / 66 / 66,1.714 / 2.015 / 49 / 49,1.725 / 2.015 / 70 / 70
12,2-7,1.427 / 1.782 / 38 / 38,1.340 / 1.782 / 33 / 33,1.336 / 1.650 / 42 / 42,1.395 / 1.769 / 56 / 56
13,2-8,1.846 / 2.034 / 20 / 20,1.798 / 2.034 / 54 / 54,1.831 / 1.950 / 54 / 54,1.815 / 2.021 / 50 / 50
14,2-9,1.063 / 1.169 / 31 / 31,1.120 / 1.665 / 38 / 38,1.253 / 1.945 / 24 / 24,1.064 / 1.352 / 40 / 40
15,2-10,1.418 / 1.887 / 69 / 69,1.548 / 1.900 / 53 / 53,1.240 / 1.448 / 62 / 62,1.648 / 1.969 / 48 / 48
16,2-11,1.307 / 1.490 / 79 / 79,1.318 / 1.617 / 60 / 60,1.449 / 2.015 / 47 / 47,1.309 / 1.490 / 49 / 49
17,2-12,1.399 / 1.813 / 68 / 68,1.280 / 1.813 / 50 / 50,1.346 / 1.823 / 68 / 68,1.482 / 1.813 / 47 / 47
18,2-13,1.516 / 1.697 / 47 / 47,1.235 / 1.413 / 44 / 44,1.157 / 1.265 / 68 / 68,1.501 / 1.746 / 55 / 55
19,2-14,1.486 / 1.486 / 62 / 62,1.488 / 1.624 / 81 / 81,1.486 / 1.486 / 38 / 38,1.486 / 1.486 / 50 / 50
