,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.092 / 1.274 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.440 / 1.676 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.016 / 1.307 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.544 / 2.308 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.210 / 1.295 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
5,2-0,1.474 / 1.989 / 40 / 40,-1.000 / -1.000 / 0 / 20,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 50
6,2-1,0.964 / 0.975 / 52 / 52,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 72,-1.000 / -1.000 / 0 / 64
7,2-2,1.430 / 1.534 / 38 / 38,-1.000 / -1.000 / 0 / 28,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 56
8,2-3,1.456 / 2.171 / 44 / 44,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 60
9,2-4,1.700 / 2.218 / 41 / 41,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 43
10,2-5,2.064 / 2.541 / 72 / 72,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 41
11,2-6,1.239 / 1.725 / 60 / 60,-1.000 / -1.000 / 0 / 80,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 55
12,2-7,1.796 / 1.858 / 28 / 28,-1.000 / -1.000 / 0 / 68,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 45
13,2-8,1.698 / 2.125 / 18 / 18,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 69
14,2-9,1.974 / 2.237 / 43 / 43,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 64
15,2-10,1.899 / 2.183 / 25 / 25,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 84
16,2-11,2.812 / 3.251 / 44 / 44,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 92,-1.000 / -1.000 / 0 / 55
17,2-12,1.840 / 2.053 / 82 / 82,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 54
18,2-13,1.484 / 2.422 / 37 / 37,-1.000 / -1.000 / 0 / 63,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 59
19,2-14,1.187 / 1.312 / 46 / 46,-1.000 / -1.000 / 0 / 80,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 28
20,2-15,1.742 / 2.177 / 61 / 61,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 61
21,2-16,1.329 / 2.017 / 36 / 36,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 26,-1.000 / -1.000 / 0 / 47
22,2-17,2.795 / 3.231 / 57 / 57,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 38,-1.000 / -1.000 / 0 / 63
23,2-18,1.909 / 2.001 / 34 / 34,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 47
24,2-19,0.918 / 0.918 / 56 / 56,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 69
