,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.189 / 1.360 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.740 / 3.436 / 99 / 99
1,1-1,1.912 / 2.348 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.855 / 2.386 / 99 / 99
2,1-2,2.972 / 3.216 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.587 / 3.363 / 89 / 99
3,1-3,1.828 / 2.149 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.832 / 2.149 / 99 / 99
4,1-4,1.979 / 2.223 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.794 / 2.223 / 99 / 99
5,2-0,0.907 / 1.330 / 61 / 61,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 48,0.900 / 1.330 / 41 / 41
6,2-1,3.107 / 3.107 / 41 / 41,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 40,3.203 / 3.437 / 50 / 50
7,2-2,1.903 / 2.112 / 70 / 70,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 41,1.902 / 2.112 / 73 / 73
8,2-3,0.998 / 1.127 / 38 / 38,-1.000 / -1.000 / 0 / 25,-1.000 / -1.000 / 0 / 41,1.020 / 1.137 / 63 / 63
9,2-4,1.218 / 3.143 / 39 / 39,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 79,1.064 / 3.801 / 70 / 70
10,2-5,1.311 / 1.496 / 80 / 80,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 56,1.469 / 1.496 / 7 / 7
11,2-6,2.182 / 2.379 / 52 / 52,-1.000 / -1.000 / 0 / 22,-1.000 / -1.000 / 0 / 39,1.620 / 2.143 / 7 / 49
12,2-7,2.965 / 3.264 / 57 / 57,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 59,3.037 / 3.458 / 34 / 34
13,2-8,1.961 / 2.257 / 41 / 41,-1.000 / -1.000 / 0 / 25,-1.000 / -1.000 / 0 / 38,2.102 / 2.580 / 39 / 39
14,2-9,1.943 / 2.227 / 49 / 49,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 51,1.929 / 2.227 / 32 / 32
15,2-10,1.635 / 1.795 / 81 / 81,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 38,1.498 / 1.812 / 5 / 40
16,2-11,2.155 / 2.333 / 52 / 52,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 45,2.248 / 2.545 / 54 / 54
17,2-12,1.248 / 1.410 / 65 / 65,-1.000 / -1.000 / 0 / 20,-1.000 / -1.000 / 0 / 50,1.236 / 1.532 / 37 / 37
18,2-13,1.908 / 1.931 / 53 / 53,-1.000 / -1.000 / 0 / 26,-1.000 / -1.000 / 0 / 51,1.923 / 2.050 / 84 / 84
19,2-14,1.882 / 2.181 / 39 / 39,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 44,1.839 / 2.181 / 44 / 44
20,2-15,2.253 / 2.713 / 48 / 48,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 38,2.480 / 2.980 / 38 / 38
21,2-16,1.053 / 1.220 / 48 / 48,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 42,0.992 / 1.220 / 37 / 37
22,2-17,2.502 / 2.723 / 27 / 27,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 40,2.449 / 2.723 / 57 / 57
23,2-18,2.268 / 2.526 / 53 / 53,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 39,2.399 / 2.617 / 21 / 21
24,2-19,1.798 / 1.828 / 65 / 65,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 40,2.410 / 3.043 / 58 / 58
