,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.299 / 1.528 / 99 / 99,1.529 / 2.084 / 99 / 99,1.230 / 2.083 / 99 / 99,1.283 / 1.528 / 99 / 99
1,1-1,1.233 / 1.549 / 99 / 99,1.559 / 1.921 / 99 / 99,2.283 / 2.487 / 99 / 99,1.391 / 1.549 / 99 / 99
2,1-2,1.147 / 1.339 / 99 / 99,1.258 / 1.339 / 99 / 99,1.602 / 1.711 / 99 / 99,1.158 / 1.339 / 99 / 99
3,1-3,1.239 / 1.369 / 99 / 99,1.288 / 2.213 / 99 / 99,1.152 / 1.671 / 99 / 99,1.198 / 1.369 / 99 / 99
4,1-4,1.364 / 1.574 / 99 / 99,1.206 / 1.404 / 99 / 99,1.149 / 1.328 / 99 / 99,1.142 / 1.574 / 99 / 99
5,2-0,1.998 / 2.267 / 55 / 55,2.184 / 2.825 / 55 / 55,2.017 / 2.411 / 55 / 55,1.960 / 2.267 / 53 / 53
6,2-1,1.737 / 1.876 / 54 / 54,0.930 / 0.930 / 49 / 49,1.586 / 1.633 / 37 / 37,1.673 / 1.876 / 75 / 75
7,2-2,1.533 / 2.093 / 78 / 78,1.664 / 2.285 / 40 / 40,1.568 / 1.811 / 49 / 49,1.544 / 2.093 / 47 / 47
8,2-3,2.306 / 2.955 / 27 / 27,2.084 / 3.168 / 38 / 38,1.998 / 2.906 / 61 / 61,1.997 / 2.530 / 40 / 40
9,2-4,0.940 / 0.940 / 67 / 67,0.940 / 0.940 / 55 / 55,0.940 / 0.940 / 44 / 44,0.940 / 0.940 / 15 / 15
10,2-5,1.814 / 1.965 / 63 / 63,1.937 / 2.354 / 51 / 51,1.650 / 1.785 / 39 / 39,1.731 / 1.965 / 52 / 52
11,2-6,1.071 / 1.338 / 58 / 58,1.343 / 2.177 / 59 / 59,1.107 / 1.815 / 70 / 70,1.144 / 1.338 / 43 / 43
12,2-7,0.935 / 1.405 / 62 / 62,1.105 / 1.472 / 45 / 45,1.289 / 1.437 / 47 / 47,0.990 / 1.405 / 57 / 57
13,2-8,1.200 / 1.272 / 59 / 59,1.107 / 1.272 / 62 / 62,1.059 / 1.059 / 43 / 43,1.177 / 1.272 / 47 / 47
14,2-9,1.775 / 1.775 / 51 / 51,1.871 / 2.008 / 36 / 36,1.775 / 1.775 / 53 / 53,1.775 / 1.775 / 64 / 64
