,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.228 / 1.421 / 99 / 99,1.170 / 1.421 / 99 / 99,3.630 / 3.968 / 99 / 99,1.166 / 1.421 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,1.032 / 2.706 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,1.186 / 1.312 / 99 / 99,1.154 / 1.233 / 99 / 99,1.025 / 1.233 / 99 / 99,1.145 / 1.312 / 99 / 99
3,1-3,1.249 / 1.685 / 99 / 99,2.380 / 2.858 / 99 / 99,2.216 / 2.781 / 99 / 99,1.429 / 1.685 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.512 / 2.762 / 99 / 99,1.000 / 1.000 / 99 / 99
5,2-0,1.139 / 1.164 / 59 / 59,1.217 / 1.217 / 74 / 74,1.284 / 1.820 / 29 / 32,1.152 / 1.495 / 47 / 47
6,2-1,1.386 / 1.571 / 44 / 44,1.367 / 1.571 / 59 / 59,18.019 / 418.212 / 25 / 25,1.291 / 1.291 / 40 / 40
7,2-2,1.304 / 1.744 / 48 / 48,1.391 / 1.744 / 44 / 44,2.525 / 2.837 / 32 / 32,1.418 / 1.744 / 66 / 66
8,2-3,1.258 / 1.526 / 46 / 46,1.378 / 2.204 / 61 / 61,489.164 / 7226.171 / 41 / 70,1.337 / 2.204 / 70 / 70
9,2-4,1.446 / 1.821 / 24 / 24,1.429 / 1.429 / 35 / 35,2.307 / 2.531 / 26 / 26,1.491 / 1.787 / 58 / 58
10,2-5,1.639 / 1.797 / 53 / 53,1.625 / 1.797 / 40 / 40,1.657 / 2.009 / 52 / 52,1.555 / 1.797 / 50 / 50
11,2-6,1.225 / 1.225 / 66 / 66,1.225 / 1.225 / 45 / 45,2.447 / 3.987 / 22 / 22,1.225 / 1.225 / 22 / 22
12,2-7,1.573 / 1.769 / 59 / 59,1.583 / 1.769 / 47 / 47,-1.000 / -1.000 / 0 / 50,1.583 / 1.769 / 45 / 45
13,2-8,0.897 / 0.897 / 54 / 54,0.897 / 0.897 / 47 / 47,-1.000 / -1.000 / 0 / 50,0.897 / 0.897 / 60 / 60
14,2-9,1.328 / 1.328 / 51 / 51,1.441 / 1.698 / 36 / 36,14.376 / 451.604 / 35 / 35,1.511 / 1.698 / 79 / 79
