,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.111 / 1.111 / 99 / 99,1.952 / 2.159 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.394 / 1.771 / 71 / 99,1.340 / 1.744 / 99 / 99,1.509 / 1.771 / 57 / 99,1.451 / 1.771 / 54 / 99
2,1-2,1.707 / 2.219 / 99 / 99,1.180 / 1.614 / 99 / 99,2.074 / 2.540 / 99 / 99,1.927 / 2.219 / 99 / 99
3,2-0,0.963 / 1.173 / 38 / 38,1.030 / 1.439 / 59 / 59,1.160 / 1.353 / 65 / 65,1.071 / 1.353 / 63 / 63
4,2-1,1.945 / 2.512 / 52 / 52,1.108 / 1.458 / 42 / 42,1.981 / 2.579 / 69 / 69,2.032 / 2.512 / 56 / 56
5,2-2,0.952 / 0.952 / 72 / 72,0.952 / 0.952 / 61 / 61,0.952 / 0.952 / 41 / 41,0.952 / 0.952 / 55 / 55
6,2-3,1.176 / 1.596 / 27 / 27,1.178 / 1.602 / 44 / 44,1.222 / 1.596 / 34 / 34,1.200 / 1.596 / 42 / 42
7,2-4,1.418 / 1.783 / 34 / 34,0.713 / 1.142 / 51 / 51,1.362 / 1.783 / 67 / 67,1.352 / 1.783 / 59 / 59
8,2-5,1.816 / 2.077 / 37 / 37,1.691 / 1.937 / 28 / 28,1.807 / 1.937 / 43 / 43,1.700 / 1.843 / 36 / 36
9,2-6,1.351 / 1.601 / 43 / 43,1.063 / 1.234 / 23 / 23,1.670 / 2.440 / 78 / 78,1.627 / 1.875 / 63 / 63
10,2-7,1.115 / 1.911 / 55 / 55,1.049 / 1.502 / 12 / 12,1.993 / 2.611 / 61 / 61,1.117 / 1.911 / 76 / 76
11,2-8,2.081 / 2.223 / 33 / 33,1.996 / 2.123 / 27 / 27,2.061 / 2.123 / 42 / 42,2.056 / 2.189 / 44 / 44
12,2-9,1.481 / 2.425 / 45 / 66,1.989 / 2.425 / 33 / 33,1.374 / 1.556 / 29 / 44,1.436 / 1.556 / 29 / 40
13,2-10,1.320 / 1.848 / 30 / 30,1.423 / 1.861 / 35 / 35,1.210 / 1.470 / 38 / 38,1.378 / 1.760 / 37 / 37
14,2-11,0.919 / 0.919 / 69 / 69,0.919 / 0.919 / 67 / 67,1.025 / 2.883 / 37 / 37,0.919 / 0.919 / 56 / 56
