,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.063 / 1.563 /  9,1.181 / 1.408 /  9,1.045 / 1.408 /  9
1,1-1,1.125 / 1.281 /  9,1.031 / 1.281 /  9,1.000 / 1.000 /  9,1.233 / 1.233 /  9,0.826 / 1.299 /  9
2,1-2,1.037 / 1.166 /  9,1.000 / 1.000 /  9,1.037 / 1.166 /  9,1.037 / 1.166 /  9,1.754 / 1.754 /  9
3,2-0,1.358 / 1.447 /  7,1.404 / 1.645 /  7,1.365 / 1.447 /  8,1.386 / 1.447 /  7,1.396 / 1.542 /  4
4,2-1,0.870 / 0.885 /  9,0.871 / 0.885 /  7,0.868 / 0.868 /  6,0.868 / 0.868 /  7,0.872 / 0.885 /  5
5,2-2,0.933 / 1.027 /  7,0.895 / 0.895 /  8,0.941 / 1.210 /  7,0.940 / 1.210 /  7,0.895 / 0.895 /  9
6,2-3,0.892 / 0.892 /  7,0.892 / 0.892 /  6,0.892 / 0.892 /  6,0.892 / 0.892 /  6,1.308 / 1.311 /  6
7,2-4,0.891 / 0.891 /  6,0.891 / 0.891 /  7,0.891 / 0.891 / 11,0.891 / 0.891 /  7,0.891 / 0.891 /  7
8,2-5,2.106 / 2.106 / 10,2.109 / 2.137 /  9,2.106 / 2.106 /  8,2.142 / 2.177 /  8,2.106 / 2.106 / 10
9,2-6,1.167 / 1.499 / 10,1.150 / 1.266 /  7,1.186 / 1.499 /  9,1.183 / 1.499 /  7,1.368 / 1.368 /  8
10,2-7,0.889 / 0.889 /  6,0.889 / 0.889 /  5,0.891 / 0.897 /  5,0.889 / 0.889 /  6,0.889 / 0.889 /  6
11,2-8,1.203 / 1.203 /  8,1.261 / 1.452 /  5,1.203 / 1.203 /  7,1.203 / 1.203 /  8,1.203 / 1.203 /  5
12,2-9,1.061 / 1.298 /  8,1.011 / 1.027 /  8,1.027 / 1.027 /  6,1.027 / 1.027 /  8,1.152 / 1.564 /  9
13,2-10,1.474 / 1.773 /  9,1.432 / 1.437 /  7,1.431 / 1.437 / 10,1.429 / 1.437 /  8,1.515 / 1.672 /  9
14,2-11,0.946 / 1.233 /  6,0.993 / 1.237 / 10,0.947 / 1.237 /  6,1.005 / 1.237 /  9,0.958 / 1.237 /  5
