,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,2263.634 / 4526.762 / 11234,-1.000 / -1.000 /  0,1.350 / 2.220 /  9,-1.000 / -1.000 /  0,1.207 / 1.311 /  9
1,1-1,1.000 / 1.000 /  2,-1.000 / -1.000 /  0,1.615 / 1.863 /  9,-1.000 / -1.000 /  0,1.308 / 1.752 /  9
2,1-2,1.000 / 1.000 /  2,-1.000 / -1.000 /  0,1.387 / 1.867 /  9,-1.000 / -1.000 /  0,1.578 / 1.811 /  9
3,2-0,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.411 / 1.567 /  9,-1.000 / -1.000 /  0,1.076 / 1.076 /  8
4,2-1,1.038 / 1.038 /  1,-1.000 / -1.000 /  0,1.048 / 1.076 /  6,-1.000 / -1.000 /  0,1.061 / 1.184 / 10
5,2-2,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.021 / 1.021 /  4,-1.000 / -1.000 /  0,1.143 / 1.347 /  8
6,2-3,1.194 / 1.194 /  2,-1.000 / -1.000 /  0,1.203 / 1.232 / 10,-1.000 / -1.000 /  0,1.194 / 1.194 /  8
7,2-4,1.117 / 1.117 /  1,-1.000 / -1.000 /  0,0.888 / 0.888 /  8,-1.000 / -1.000 /  0,1.173 / 1.453 /  6
8,2-5,0.892 / 0.892 /  1,-1.000 / -1.000 /  0,0.957 / 0.957 /  4,-1.000 / -1.000 /  0,0.892 / 0.892 /  4
9,2-6,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.847 / 2.123 /  6,-1.000 / -1.000 /  0,1.731 / 1.827 /  9
10,2-7,1.031 / 1.031 /  1,-1.000 / -1.000 /  0,0.788 / 0.996 /  8,-1.000 / -1.000 /  0,1.165 / 1.203 /  9
11,2-8,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,1.196 / 2.202 /  9,-1.000 / -1.000 /  0,0.909 / 0.909 /  8
12,2-9,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.955 / 1.192 /  9,-1.000 / -1.000 /  0,1.061 / 1.131 /  5
13,2-10,0.892 / 0.892 /  2,-1.000 / -1.000 /  0,0.960 / 1.216 /  8,-1.000 / -1.000 /  0,0.937 / 1.301 /  9
14,2-11,-1.000 / -1.000 /  0,-1.000 / -1.000 /  0,0.995 / 1.298 /  8,-1.000 / -1.000 /  0,1.100 / 1.410 /  6
