,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.399 / 1.399 /  9,1.164 / 1.175 /  9,1.003 / 1.028 /  9,1.178 / 1.342 /  9
1,1-1,1.168 / 1.429 /  9,1.302 / 1.555 /  9,1.242 / 1.555 /  9,1.175 / 1.429 /  9,1.326 / 1.573 /  9
2,1-2,1.297 / 1.334 /  9,1.305 / 1.334 /  9,1.304 / 1.334 /  9,1.330 / 1.630 /  9,1.314 / 1.334 /  9
3,2-0,1.113 / 1.113 /  7,1.113 / 1.113 /  3,0.994 / 1.113 /  7,1.113 / 1.113 /  5,1.113 / 1.113 /  5
4,2-1,1.808 / 1.867 /  8,1.807 / 1.867 /  9,1.800 / 1.800 /  8,1.800 / 1.800 /  5,1.800 / 1.800 /  7
5,2-2,1.421 / 1.421 /  7,1.636 / 1.779 /  5,1.303 / 1.421 /  9,1.421 / 1.421 /  6,1.406 / 1.779 /  6
6,2-3,1.642 / 1.689 /  8,1.296 / 1.296 /  7,1.430 / 1.627 /  9,1.705 / 1.753 /  4,1.296 / 1.296 /  7
7,2-4,1.133 / 1.638 /  9,1.117 / 1.450 /  8,1.066 / 1.241 /  4,1.128 / 1.422 /  6,1.726 / 1.787 /  6
8,2-5,1.739 / 1.818 / 10,1.734 / 1.818 /  7,1.767 / 2.000 /  8,1.731 / 1.818 /  9,1.776 / 2.086 /  9
9,2-6,1.072 / 2.177 /  7,1.049 / 2.177 /  8,0.888 / 0.888 /  9,0.888 / 0.888 / 11,0.888 / 0.888 /  8
10,2-7,1.153 / 1.153 /  6,1.153 / 1.153 /  6,1.216 / 1.530 /  6,1.153 / 1.153 /  7,1.263 / 1.814 /  6
11,2-8,0.947 / 1.209 /  6,0.895 / 0.895 /  7,1.025 / 1.198 /  7,0.895 / 0.895 /  7,0.895 / 0.895 /  5
12,2-9,0.843 / 1.709 /  7,0.900 / 1.709 /  5,0.698 / 0.698 /  7,0.698 / 0.698 /  7,0.698 / 0.698 /  6
13,2-10,1.375 / 1.737 /  8,1.346 / 1.548 / 10,1.253 / 1.323 /  7,1.461 / 1.737 /  6,1.500 / 1.737 /  8
14,2-11,0.582 / 0.582 /  3,0.582 / 0.582 /  8,0.582 / 0.582 /  5,0.582 / 0.582 /  7,0.582 / 0.582 /  8
