,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.255 / 1.287 /  9,1.282 / 1.777 /  9,1.519 / 1.787 /  9,1.255 / 1.287 /  9,1.280 / 1.649 /  9
1,1-1,1.089 / 1.401 /  9,1.281 / 1.617 /  9,1.234 / 1.599 /  9,1.261 / 1.618 /  9,1.046 / 1.410 /  9
2,1-2,1.000 / 1.000 /  9,1.687 / 1.855 /  9,1.780 / 1.965 /  9,1.192 / 1.692 /  9,1.154 / 1.346 /  9
3,2-0,1.806 / 1.806 /  4,1.589 / 1.589 /  7,1.589 / 1.589 /  8,1.806 / 1.806 /  7,1.806 / 1.806 /  6
4,2-1,1.383 / 1.383 /  4,0.870 / 0.870 /  8,0.876 / 0.925 /  9,1.396 / 1.460 /  7,1.439 / 1.548 /  6
5,2-2,2.070 / 2.327 /  8,2.011 / 2.151 /  4,1.592 / 1.592 /  5,2.425 / 2.732 /  7,1.805 / 2.296 /  8
6,2-3,1.270 / 1.270 /  8,0.888 / 0.888 /  9,0.888 / 0.888 /  6,1.270 / 1.270 /  5,1.270 / 1.270 /  8
7,2-4,1.041 / 1.305 /  6,1.277 / 1.336 /  8,1.277 / 1.336 /  8,1.603 / 1.859 /  8,0.958 / 1.305 /  8
8,2-5,1.684 / 1.731 /  7,1.741 / 1.834 /  8,1.719 / 1.719 /  7,1.828 / 1.994 /  7,1.660 / 1.790 /  8
9,2-6,0.966 / 1.339 /  9,1.119 / 1.119 /  6,1.119 / 1.119 /  8,1.109 / 1.488 /  3,1.007 / 1.447 /  6
10,2-7,0.896 / 0.896 /  7,0.771 / 0.771 /  8,0.771 / 0.771 /  9,1.188 / 1.645 /  8,1.003 / 1.645 /  7
11,2-8,1.210 / 1.210 /  9,1.145 / 1.145 /  8,1.157 / 1.188 /  7,1.210 / 1.210 /  7,1.221 / 1.292 /  8
12,2-9,0.892 / 0.892 /  5,0.783 / 1.233 /  6,0.887 / 1.233 /  5,0.870 / 0.892 /  9,0.873 / 0.959 /  7
13,2-10,1.347 / 1.708 /  7,1.277 / 1.713 / 10,1.171 / 1.219 /  7,1.328 / 1.578 /  7,1.285 / 1.285 /  7
14,2-11,1.330 / 1.330 /  4,1.931 / 1.931 /  7,1.979 / 2.003 /  3,1.330 / 1.330 /  2,1.342 / 1.354 /  6
