,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.201 / 1.369 / 99 / 99,1.192 / 1.369 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.159 / 1.369 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.000 / 1.000 / 99 / 99,1.183 / 1.245 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.203 / 1.339 / 99 / 99,2.603 / 3.970 / 594 / 99,-1.000 / -1.000 / 0 / 99,1.201 / 1.665 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.481 / 2.058 / 99 / 99,1.900 / 2.266 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.665 / 2.058 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.143 / 1.338 / 99 / 99,1.096 / 1.338 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.157 / 1.338 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.168 / 1.372 / 99 / 99,1.651 / 1.705 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.160 / 1.372 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.284 / 1.681 / 99 / 99,1.490 / 1.786 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.213 / 1.681 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.422 / 1.777 / 99 / 99,1.249 / 1.777 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.494 / 1.777 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.130 / 1.430 / 99 / 99,1.208 / 1.739 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.117 / 1.430 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.557 / 1.691 / 99 / 99,2.578 / 2.862 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.565 / 2.005 / 99 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.172 / 1.397 / 99 / 99,1.504 / 2.193 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.168 / 1.397 / 99 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.368 / 1.538 / 99 / 99,1.531 / 1.725 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.383 / 1.538 / 99 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,1.499 / 1.936 / 99 / 99,2.099 / 2.462 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.542 / 1.936 / 99 / 99,-1.000 / -1.000 / 0 / 99
13,2-0,1.057 / 1.378 / 78 / 78,1.274 / 1.498 / 39 / 39,-1.000 / -1.000 / 0 / 24,1.250 / 1.498 / 50 / 50,-1.000 / -1.000 / 0 / 14
14,2-1,1.395 / 1.611 / 44 / 44,1.401 / 2.001 / 72 / 72,-1.000 / -1.000 / 0 / 39,1.503 / 1.955 / 61 / 61,-1.000 / -1.000 / 0 / 41
15,2-2,1.512 / 1.971 / 29 / 29,1.053 / 1.584 / 55 / 55,-1.000 / -1.000 / 0 / 36,1.498 / 1.971 / 29 / 29,-1.000 / -1.000 / 0 / 41
16,2-3,1.217 / 1.600 / 50 / 50,1.062 / 1.252 / 34 / 34,-1.000 / -1.000 / 0 / 62,1.103 / 1.766 / 50 / 50,-1.000 / -1.000 / 0 / 66
17,2-4,0.891 / 0.891 / 49 / 49,0.897 / 1.410 / 77 / 77,-1.000 / -1.000 / 0 / 77,0.891 / 0.891 / 45 / 45,-1.000 / -1.000 / 0 / 38
18,2-5,1.049 / 1.264 / 38 / 38,0.995 / 1.264 / 47 / 47,-1.000 / -1.000 / 0 / 59,1.053 / 1.264 / 53 / 53,-1.000 / -1.000 / 0 / 35
19,2-6,1.025 / 1.156 / 78 / 78,1.099 / 1.156 / 59 / 59,-1.000 / -1.000 / 0 / 45,1.039 / 1.156 / 69 / 69,-1.000 / -1.000 / 0 / 49
20,2-7,0.897 / 0.897 / 41 / 41,1.154 / 2.210 / 51 / 51,-1.000 / -1.000 / 0 / 51,0.976 / 1.259 / 43 / 43,-1.000 / -1.000 / 0 / 48
21,2-8,1.173 / 1.585 / 57 / 57,1.081 / 1.585 / 46 / 46,-1.000 / -1.000 / 0 / 43,1.079 / 1.585 / 47 / 47,-1.000 / -1.000 / 0 / 40
22,2-9,0.892 / 0.892 / 31 / 31,0.892 / 0.892 / 52 / 52,-1.000 / -1.000 / 0 / 65,0.892 / 0.892 / 36 / 36,-1.000 / -1.000 / 0 / 74
