,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.451 / 2.081 / 99 / 99,1.605 / 1.849 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.583 / 2.336 / 99 / 99,2.003 / 2.554 / 99 / 99
1,1-1,1.540 / 2.216 / 99 / 99,2.124 / 2.626 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.698 / 2.216 / 99 / 99,1.391 / 2.064 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,2.031 / 2.504 / 99 / 99
3,1-3,1.954 / 2.405 / 99 / 99,2.020 / 2.331 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.148 / 2.456 / 99 / 99,2.321 / 2.849 / 99 / 99
4,1-4,1.219 / 1.750 / 99 / 99,1.522 / 1.817 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.245 / 1.696 / 99 / 99,1.269 / 1.683 / 99 / 99
5,1-5,1.370 / 1.793 / 99 / 99,1.317 / 1.891 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.191 / 1.793 / 99 / 99,2.503 / 2.842 / 99 / 99
6,1-6,2.122 / 2.557 / 99 / 99,2.646 / 3.087 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.200 / 2.557 / 99 / 99,2.984 / 3.332 / 99 / 99
7,1-7,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,2.969 / 3.750 / 99 / 99
8,1-8,1.487 / 1.676 / 99 / 99,1.604 / 1.676 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.492 / 1.676 / 99 / 99,1.683 / 2.751 / 99 / 99
9,1-9,1.797 / 2.142 / 99 / 99,2.545 / 2.991 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.601 / 2.079 / 99 / 99,2.560 / 3.157 / 99 / 99
10,1-10,1.421 / 2.174 / 99 / 99,1.431 / 2.174 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.539 / 2.192 / 99 / 99,1.802 / 2.116 / 99 / 99
11,1-11,1.759 / 2.452 / 99 / 99,1.623 / 2.452 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.612 / 2.452 / 99 / 99,2.886 / 3.489 / 99 / 99
12,1-12,2.290 / 3.181 / 99 / 99,3.515 / 4.384 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.817 / 3.859 / 99 / 99,3.385 / 3.817 / 99 / 99
13,2-0,1.583 / 2.108 / 47 / 47,1.609 / 2.409 / 77 / 77,-1.000 / -1.000 / 0 / 47,1.781 / 2.721 / 84 / 84,1.311 / 2.108 / 53 / 53
14,2-1,1.080 / 1.870 / 60 / 60,1.038 / 1.376 / 72 / 72,-1.000 / -1.000 / 0 / 76,0.976 / 1.300 / 43 / 43,1.104 / 1.393 / 52 / 52
15,2-2,1.147 / 1.798 / 22 / 22,1.128 / 1.356 / 68 / 68,-1.000 / -1.000 / 0 / 54,1.481 / 2.137 / 59 / 59,1.535 / 2.142 / 53 / 53
16,2-3,1.240 / 1.785 / 34 / 34,1.638 / 2.540 / 53 / 53,-1.000 / -1.000 / 0 / 51,1.527 / 2.577 / 63 / 63,1.619 / 2.971 / 49 / 49
17,2-4,1.563 / 2.653 / 37 / 37,2.315 / 2.878 / 71 / 71,-1.000 / -1.000 / 0 / 44,1.908 / 2.579 / 38 / 38,2.318 / 3.214 / 66 / 66
18,2-5,1.742 / 2.978 / 53 / 53,2.155 / 3.350 / 50 / 50,-1.000 / -1.000 / 0 / 54,1.690 / 2.577 / 48 / 48,1.462 / 2.181 / 48 / 48
19,2-6,1.171 / 1.680 / 42 / 42,1.245 / 2.307 / 57 / 57,-1.000 / -1.000 / 0 / 53,1.189 / 1.680 / 46 / 46,1.074 / 1.659 / 29 / 29
20,2-7,0.891 / 0.891 / 33 / 33,0.891 / 0.891 / 52 / 52,-1.000 / -1.000 / 0 / 17,0.891 / 0.891 / 74 / 74,0.891 / 0.891 / 42 / 42
21,2-8,1.387 / 2.211 / 53 / 53,2.248 / 3.182 / 66 / 66,-1.000 / -1.000 / 0 / 39,1.396 / 2.207 / 56 / 56,1.207 / 2.176 / 37 / 37
22,2-9,0.954 / 1.223 / 57 / 57,0.944 / 1.223 / 49 / 49,-1.000 / -1.000 / 0 / 63,0.953 / 1.223 / 21 / 21,0.940 / 1.223 / 53 / 53
23,2-10,1.171 / 1.171 / 29 / 29,1.188 / 1.293 / 42 / 42,-1.000 / -1.000 / 0 / 40,1.227 / 1.293 / 24 / 24,1.022 / 1.293 / 64 / 64
24,2-11,1.187 / 1.535 / 47 / 47,1.076 / 1.535 / 59 / 59,-1.000 / -1.000 / 0 / 72,1.097 / 1.535 / 60 / 60,1.036 / 1.535 / 57 / 57
25,2-12,0.919 / 0.919 / 65 / 65,0.919 / 0.919 / 45 / 45,-1.000 / -1.000 / 0 / 53,0.919 / 0.919 / 34 / 34,0.919 / 0.919 / 55 / 55
26,2-13,1.507 / 2.207 / 44 / 44,2.518 / 3.169 / 68 / 68,-1.000 / -1.000 / 0 / 45,1.854 / 2.832 / 61 / 61,2.603 / 3.141 / 66 / 66
27,2-14,1.492 / 2.385 / 71 / 71,1.210 / 1.275 / 21 / 21,-1.000 / -1.000 / 0 / 73,1.171 / 1.643 / 58 / 58,1.210 / 2.041 / 62 / 62
28,2-15,1.248 / 1.812 / 44 / 44,1.878 / 1.987 / 54 / 54,-1.000 / -1.000 / 0 / 25,1.191 / 1.976 / 58 / 58,0.960 / 1.819 / 39 / 39
29,2-16,1.306 / 1.860 / 68 / 68,1.144 / 1.623 / 42 / 42,-1.000 / -1.000 / 0 / 65,1.125 / 1.368 / 31 / 31,1.342 / 1.988 / 32 / 32
30,2-17,0.892 / 0.892 / 45 / 45,0.892 / 0.892 / 34 / 34,-1.000 / -1.000 / 0 / 29,0.892 / 0.892 / 70 / 70,0.892 / 0.892 / 53 / 53
31,2-18,0.896 / 0.896 / 46 / 46,1.150 / 1.150 / 44 / 44,-1.000 / -1.000 / 0 / 46,0.896 / 0.896 / 37 / 37,0.896 / 0.896 / 46 / 46
32,2-19,1.059 / 1.565 / 59 / 59,1.111 / 1.565 / 49 / 49,-1.000 / -1.000 / 0 / 39,1.115 / 1.565 / 59 / 59,1.033 / 1.239 / 80 / 80
33,2-20,1.199 / 1.715 / 57 / 57,1.137 / 1.233 / 71 / 71,-1.000 / -1.000 / 0 / 58,1.220 / 1.715 / 41 / 41,1.982 / 1.982 / 21 / 21
34,2-21,1.164 / 1.664 / 52 / 52,1.145 / 1.664 / 56 / 56,-1.000 / -1.000 / 0 / 38,1.409 / 2.047 / 42 / 42,1.069 / 1.664 / 34 / 34
35,2-22,1.327 / 2.343 / 63 / 63,1.516 / 2.339 / 67 / 67,-1.000 / -1.000 / 0 / 47,1.425 / 2.339 / 53 / 53,1.857 / 2.358 / 39 / 39
36,2-23,1.134 / 1.651 / 41 / 41,1.159 / 1.651 / 32 / 32,-1.000 / -1.000 / 0 / 50,0.976 / 1.285 / 19 / 19,1.224 / 1.651 / 54 / 54
37,2-24,1.377 / 1.866 / 64 / 64,1.924 / 2.261 / 31 / 31,-1.000 / -1.000 / 0 / 64,1.436 / 1.743 / 41 / 41,1.300 / 1.558 / 34 / 34
38,2-25,1.038 / 1.555 / 57 / 57,1.076 / 1.567 / 38 / 38,-1.000 / -1.000 / 0 / 69,1.051 / 1.308 / 7 / 7,1.734 / 1.915 / 62 / 62
