,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.123 / 1.284 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.146 / 3.377 / 99 / 99,1.174 / 1.390 / 99 / 99,1.656 / 1.827 / 99 / 99
1,1-1,1.070 / 1.324 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.240 / 2.557 / 99 / 99,1.051 / 1.324 / 99 / 99,1.288 / 1.422 / 99 / 99
2,1-2,1.830 / 2.836 / 99 / 99,-1.000 / -1.000 / 0 / 99,3.237 / 3.819 / 99 / 99,1.982 / 2.523 / 99 / 99,1.923 / 2.836 / 99 / 99
3,1-3,1.072 / 1.322 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.119 / 3.750 / 99 / 99,1.107 / 1.322 / 99 / 99,1.117 / 1.322 / 99 / 99
4,1-4,1.432 / 1.764 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.144 / 2.820 / 99 / 99,1.549 / 2.031 / 99 / 99,1.578 / 1.843 / 99 / 99
5,1-5,1.667 / 1.960 / 99 / 99,-1.000 / -1.000 / 0 / 99,3.300 / 3.584 / 99 / 99,1.738 / 1.964 / 99 / 99,2.080 / 2.269 / 99 / 99
6,1-6,1.296 / 1.569 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.239 / 3.095 / 99 / 99,1.420 / 1.685 / 99 / 99,1.381 / 1.831 / 99 / 99
7,1-7,1.681 / 1.945 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.731 / 1.945 / 99 / 99,2.238 / 2.686 / 99 / 99
8,1-8,1.535 / 2.319 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.152 / 3.154 / 99 / 99,1.457 / 2.170 / 99 / 99,1.365 / 2.430 / 99 / 99
9,1-9,1.064 / 1.319 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.202 / 1.821 / 99 / 99,1.067 / 1.319 / 99 / 99,1.241 / 1.319 / 99 / 99
10,1-10,1.125 / 1.343 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.033 / 2.427 / 99 / 99,1.187 / 1.343 / 99 / 99,1.121 / 1.343 / 99 / 99
11,1-11,1.431 / 2.174 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.607 / 3.118 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.833 / 2.174 / 99 / 99
12,1-12,1.479 / 2.256 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.381 / 3.035 / 99 / 99,1.409 / 1.978 / 99 / 99,1.244 / 1.978 / 99 / 99
13,2-0,1.039 / 1.380 / 37 / 37,-1.000 / -1.000 / 0 / 58,1.340 / 2.340 / 76 / 76,1.139 / 1.380 / 47 / 47,1.051 / 1.175 / 60 / 60
14,2-1,0.974 / 1.237 / 52 / 52,-1.000 / -1.000 / 0 / 81,1.103 / 1.237 / 53 / 53,0.997 / 1.237 / 49 / 49,1.958 / 2.329 / 31 / 31
15,2-2,1.149 / 1.517 / 41 / 41,-1.000 / -1.000 / 0 / 61,1.215 / 1.652 / 34 / 34,1.277 / 1.796 / 56 / 56,1.270 / 1.830 / 41 / 41
16,2-3,0.894 / 0.894 / 33 / 33,-1.000 / -1.000 / 0 / 46,1.266 / 1.691 / 45 / 45,0.894 / 0.894 / 32 / 32,0.894 / 0.894 / 45 / 45
17,2-4,1.053 / 1.839 / 45 / 45,-1.000 / -1.000 / 0 / 63,3.271 / 3.447 / 21 / 21,1.406 / 1.938 / 74 / 74,1.341 / 2.131 / 76 / 76
18,2-5,0.987 / 1.307 / 43 / 43,-1.000 / -1.000 / 0 / 35,1.022 / 1.307 / 40 / 40,1.155 / 1.307 / 40 / 40,0.991 / 1.088 / 67 / 67
19,2-6,0.986 / 1.298 / 29 / 29,-1.000 / -1.000 / 0 / 53,1.015 / 1.234 / 57 / 57,0.997 / 1.298 / 45 / 45,0.969 / 1.298 / 45 / 45
20,2-7,1.114 / 1.668 / 39 / 39,-1.000 / -1.000 / 0 / 61,1.098 / 1.641 / 77 / 77,1.301 / 1.870 / 35 / 35,1.143 / 1.882 / 44 / 44
21,2-8,1.109 / 1.484 / 52 / 52,-1.000 / -1.000 / 0 / 23,1.205 / 1.527 / 66 / 66,1.158 / 1.484 / 32 / 32,1.127 / 1.484 / 43 / 43
22,2-9,0.967 / 1.250 / 59 / 59,-1.000 / -1.000 / 0 / 49,1.202 / 1.591 / 49 / 49,1.041 / 1.250 / 63 / 63,0.894 / 0.894 / 45 / 45
23,2-10,1.036 / 1.539 / 47 / 47,-1.000 / -1.000 / 0 / 51,1.223 / 1.422 / 42 / 42,1.128 / 1.539 / 49 / 49,1.627 / 2.053 / 45 / 45
24,2-11,1.499 / 2.410 / 48 / 48,-1.000 / -1.000 / 0 / 43,1.054 / 1.690 / 35 / 35,1.615 / 2.368 / 66 / 66,1.384 / 2.080 / 24 / 24
25,2-12,0.889 / 0.889 / 70 / 70,-1.000 / -1.000 / 0 / 34,0.889 / 0.889 / 46 / 46,0.889 / 0.889 / 62 / 62,0.889 / 0.889 / 54 / 54
