,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.498 / 2.116 / 93 / 99,2.082 / 2.407 / 15 / 99,1.681 / 2.341 / 99 / 99,1.470 / 2.336 / 99 / 99,1.346 / 1.906 / 99 / 99
1,1-1,1.179 / 1.316 / 99 / 99,1.396 / 1.527 / 99 / 99,3.023 / 3.296 / 99 / 99,1.205 / 1.316 / 99 / 99,1.450 / 1.635 / 99 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.518 / 1.569 / 99 / 99,2.835 / 3.288 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.408 / 1.883 / 99 / 99,1.576 / 1.973 / 99 / 99,1.850 / 2.453 / 99 / 99,1.499 / 1.992 / 99 / 99,1.769 / 2.053 / 99 / 99
4,1-4,1.531 / 2.613 / 99 / 99,2.037 / 3.140 / 99 / 99,2.108 / 2.625 / 99 / 99,1.746 / 2.625 / 99 / 99,1.333 / 2.613 / 99 / 99
5,1-5,1.141 / 1.332 / 99 / 99,1.610 / 1.888 / 98 / 99,1.393 / 1.731 / 99 / 99,1.225 / 1.332 / 99 / 99,1.168 / 1.332 / 99 / 99
6,1-6,1.238 / 1.895 / 99 / 99,1.951 / 2.436 / 99 / 99,1.716 / 2.247 / 99 / 99,1.458 / 2.003 / 99 / 99,1.400 / 2.003 / 99 / 99
7,1-7,1.798 / 2.033 / 99 / 99,1.736 / 2.251 / 99 / 99,1.840 / 2.411 / 99 / 99,1.743 / 2.278 / 99 / 99,1.697 / 2.278 / 99 / 99
8,1-8,1.382 / 1.616 / 99 / 99,1.465 / 1.957 / 99 / 99,1.574 / 1.815 / 99 / 99,1.290 / 1.616 / 99 / 99,1.569 / 1.999 / 99 / 99
9,1-9,1.362 / 1.989 / 99 / 99,1.376 / 1.980 / 99 / 99,1.544 / 2.294 / 99 / 99,1.583 / 2.234 / 99 / 99,1.513 / 2.387 / 99 / 99
10,1-10,1.619 / 1.971 / 99 / 99,2.220 / 2.454 / 14 / 99,1.902 / 2.842 / 99 / 99,1.646 / 1.859 / 99 / 99,1.978 / 2.229 / 99 / 99
11,1-11,1.000 / 1.000 / 99 / 99,1.340 / 1.551 / 99 / 99,0.886 / 1.498 / 99 / 99,1.000 / 1.000 / 99 / 99,1.152 / 1.819 / 99 / 99
12,1-12,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,2.676 / 2.845 / 99 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
13,2-0,1.206 / 1.808 / 62 / 62,1.216 / 1.710 / 35 / 35,1.151 / 1.808 / 55 / 55,1.160 / 1.808 / 69 / 69,1.390 / 2.022 / 54 / 54
14,2-1,1.378 / 1.588 / 18 / 18,1.269 / 2.281 / 19 / 19,0.810 / 1.212 / 70 / 70,1.279 / 1.936 / 67 / 67,1.455 / 2.291 / 42 / 42
15,2-2,1.132 / 1.253 / 42 / 42,0.949 / 1.071 / 37 / 37,1.162 / 1.531 / 41 / 41,1.256 / 1.531 / 56 / 56,1.213 / 1.531 / 52 / 52
16,2-3,1.048 / 1.614 / 49 / 49,1.082 / 1.606 / 63 / 63,1.018 / 1.606 / 47 / 47,1.203 / 1.614 / 40 / 40,1.164 / 1.614 / 56 / 56
17,2-4,1.369 / 1.729 / 36 / 36,1.271 / 2.078 / 53 / 53,1.423 / 1.871 / 32 / 32,1.347 / 1.871 / 38 / 38,1.247 / 1.729 / 73 / 73
