,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.720 / 2.041 / 99 / 99,2.277 / 2.738 / 99 / 99,2.557 / 3.001 / 99 / 99,1.961 / 2.417 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.117 / 1.429 / 99 / 99,1.819 / 2.000 / 99 / 99,2.782 / 3.146 / 99 / 99,1.161 / 1.429 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.084 / 1.340 / 99 / 99,1.080 / 1.721 / 99 / 99,1.114 / 2.073 / 99 / 99,1.060 / 1.340 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.373 / 1.712 / 99 / 99,1.624 / 1.918 / 99 / 99,1.737 / 1.931 / 99 / 99,1.625 / 1.828 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.436 / 1.625 / 99 / 99,1.513 / 1.625 / 99 / 99,1.582 / 1.868 / 99 / 99,1.425 / 1.631 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.298 / 1.765 / 99 / 99,1.813 / 2.119 / 99 / 99,2.075 / 2.755 / 99 / 99,1.700 / 2.049 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.698 / 1.911 / 99 / 99,2.413 / 2.694 / 99 / 99,1.943 / 1.968 / 99 / 99,1.628 / 1.628 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.513 / 2.064 / 99 / 99,1.251 / 1.772 / 99 / 99,1.466 / 2.064 / 99 / 99,1.436 / 2.064 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.688 / 2.208 / 99 / 99,2.604 / 3.011 / 99 / 99,1.610 / 3.026 / 99 / 99,2.173 / 2.504 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.247 / 1.431 / 99 / 99,1.342 / 1.457 / 99 / 99,2.492 / 2.871 / 99 / 99,1.205 / 1.412 / 99 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.000 / 1.000 / 99 / 99,1.567 / 1.992 / 99 / 99,2.565 / 3.068 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.447 / 1.651 / 99 / 99,1.576 / 1.930 / 99 / 99,2.484 / 2.823 / 99 / 99,1.489 / 1.659 / 99 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,1.678 / 2.066 / 99 / 99,1.656 / 2.124 / 99 / 99,2.499 / 2.813 / 99 / 99,1.422 / 1.723 / 99 / 99,-1.000 / -1.000 / 0 / 99
13,2-0,1.234 / 1.592 / 74 / 74,1.101 / 1.243 / 48 / 48,1.095 / 1.588 / 42 / 42,0.982 / 1.473 / 26 / 26,-1.000 / -1.000 / 0 / 36
14,2-1,0.890 / 0.890 / 51 / 51,0.890 / 0.890 / 50 / 50,1.265 / 1.271 / 62 / 62,0.890 / 0.890 / 24 / 24,-1.000 / -1.000 / 0 / 56
15,2-2,0.892 / 0.892 / 41 / 41,0.892 / 0.892 / 57 / 57,1.392 / 1.529 / 34 / 34,0.892 / 0.892 / 49 / 49,-1.000 / -1.000 / 0 / 33
16,2-3,1.416 / 1.775 / 64 / 64,0.961 / 1.506 / 56 / 56,1.267 / 1.758 / 55 / 55,1.333 / 1.762 / 45 / 45,-1.000 / -1.000 / 0 / 63
17,2-4,1.008 / 1.283 / 77 / 77,1.242 / 1.597 / 38 / 38,2.802 / 2.937 / 49 / 49,0.973 / 1.283 / 41 / 41,-1.000 / -1.000 / 0 / 51
18,2-5,0.969 / 1.008 / 37 / 37,1.373 / 1.441 / 50 / 50,1.516 / 1.606 / 54 / 54,1.082 / 1.292 / 54 / 54,-1.000 / -1.000 / 0 / 43
19,2-6,1.377 / 1.800 / 60 / 60,1.958 / 2.335 / 38 / 38,20.177 / 410.782 / 44 / 44,1.188 / 1.494 / 51 / 51,-1.000 / -1.000 / 0 / 55
20,2-7,1.045 / 1.350 / 49 / 49,1.057 / 1.350 / 67 / 67,2.033 / 2.390 / 54 / 54,0.989 / 1.350 / 62 / 62,-1.000 / -1.000 / 0 / 60
21,2-8,1.010 / 1.325 / 27 / 27,1.036 / 1.425 / 58 / 58,0.970 / 1.425 / 71 / 71,1.067 / 1.486 / 50 / 50,-1.000 / -1.000 / 0 / 60
22,2-9,1.036 / 1.677 / 74 / 74,1.056 / 1.677 / 34 / 34,1.051 / 1.677 / 37 / 37,1.040 / 1.294 / 76 / 76,-1.000 / -1.000 / 0 / 56
23,2-10,1.015 / 1.585 / 58 / 58,1.169 / 1.527 / 44 / 44,1.019 / 1.329 / 45 / 45,1.007 / 1.329 / 61 / 61,-1.000 / -1.000 / 0 / 37
24,2-11,0.948 / 1.234 / 33 / 33,1.030 / 1.234 / 60 / 60,1.099 / 1.377 / 59 / 59,0.968 / 1.245 / 66 / 66,-1.000 / -1.000 / 0 / 66
25,2-12,1.048 / 1.504 / 71 / 71,1.214 / 1.504 / 80 / 80,1.023 / 1.504 / 45 / 45,1.036 / 1.504 / 68 / 68,-1.000 / -1.000 / 0 / 22
26,2-13,0.896 / 0.896 / 26 / 26,0.896 / 0.896 / 46 / 46,1.773 / 1.968 / 33 / 33,0.896 / 0.896 / 69 / 69,-1.000 / -1.000 / 0 / 26
27,2-14,1.253 / 1.963 / 66 / 66,1.314 / 1.579 / 46 / 46,1.035 / 1.506 / 54 / 54,1.377 / 1.586 / 33 / 33,-1.000 / -1.000 / 0 / 32
28,2-15,1.140 / 1.548 / 65 / 65,1.215 / 1.707 / 48 / 48,1.333 / 2.165 / 53 / 53,1.220 / 1.538 / 33 / 33,-1.000 / -1.000 / 0 / 43
29,2-16,1.049 / 1.264 / 24 / 24,0.997 / 1.456 / 40 / 40,1.044 / 1.456 / 34 / 34,1.235 / 1.456 / 45 / 45,-1.000 / -1.000 / 0 / 47
30,2-17,1.106 / 1.560 / 35 / 35,1.040 / 1.290 / 45 / 45,1.151 / 1.615 / 76 / 76,1.151 / 1.560 / 47 / 47,-1.000 / -1.000 / 0 / 90
31,2-18,1.083 / 1.315 / 45 / 45,1.160 / 1.431 / 57 / 57,1.244 / 1.870 / 58 / 58,1.259 / 1.669 / 65 / 65,-1.000 / -1.000 / 0 / 52
