,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 / 99 / 99,1.341 / 1.341 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.351 / 1.351 / 99 / 99,1.293 / 1.293 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99
2,1-2,0.945 / 1.206 / 99 / 99,2.304 / 2.662 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.624 / 1.949 / 99 / 99,1.298 / 1.693 / 99 / 99
3,1-3,1.327 / 1.797 / 99 / 99,2.895 / 3.366 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.410 / 1.797 / 99 / 99,1.450 / 1.797 / 99 / 99
4,1-4,1.368 / 1.688 / 99 / 99,2.207 / 2.821 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.433 / 1.688 / 99 / 99,1.628 / 1.940 / 99 / 99
5,1-5,1.254 / 1.538 / 99 / 99,1.356 / 1.803 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.266 / 1.540 / 99 / 99,1.459 / 1.727 / 99 / 99
6,1-6,1.246 / 1.728 / 99 / 99,2.157 / 2.462 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.205 / 1.845 / 99 / 99,1.192 / 1.430 / 99 / 99
7,1-7,1.585 / 2.086 / 99 / 99,2.257 / 2.985 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.622 / 2.412 / 99 / 99,1.759 / 2.107 / 99 / 99
8,1-8,1.884 / 2.522 / 99 / 99,2.419 / 2.988 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.903 / 2.522 / 99 / 99,1.914 / 2.522 / 99 / 99
9,1-9,1.552 / 2.213 / 99 / 99,1.905 / 2.318 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.751 / 2.213 / 99 / 99,2.040 / 2.380 / 99 / 99
10,1-10,1.601 / 2.063 / 99 / 99,2.602 / 3.378 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.676 / 2.063 / 99 / 99,1.719 / 2.063 / 99 / 99
11,1-11,1.449 / 1.694 / 99 / 99,1.606 / 1.992 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.422 / 1.609 / 99 / 99,1.610 / 1.778 / 99 / 99
