,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.071 / 1.219 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.038 / 1.219 / 99 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.309 / 1.582 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.255 / 1.582 / 99 / 99,1.623 / 1.851 / 99 / 99
2,1-2,1.433 / 1.433 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.670 / 1.670 / 99 / 99,1.407 / 1.407 / 99 / 99
3,1-3,2.314 / 3.058 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.102 / 3.058 / 99 / 99,1.846 / 2.997 / 99 / 99
4,1-4,1.409 / 1.984 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.497 / 1.984 / 99 / 99,1.559 / 2.103 / 99 / 99
5,1-5,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.215 / 1.215 / 99 / 99,1.619 / 1.619 / 99 / 99
6,1-6,1.916 / 2.556 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.062 / 2.556 / 99 / 99,1.986 / 2.556 / 99 / 99
7,1-7,1.021 / 1.036 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.018 / 1.036 / 99 / 99,1.146 / 1.146 / 99 / 99
8,1-8,1.232 / 1.587 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.610 / 1.796 / 99 / 99,2.031 / 2.343 / 99 / 99
9,1-9,1.421 / 1.932 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.524 / 2.201 / 99 / 99,1.821 / 2.618 / 99 / 99
10,1-10,1.674 / 2.067 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.678 / 2.067 / 99 / 99,1.808 / 2.274 / 99 / 99
11,1-11,2.057 / 2.646 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,2.156 / 2.646 / 99 / 99,2.384 / 2.925 / 99 / 99
12,1-12,1.278 / 1.771 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,1.222 / 1.646 / 99 / 99,1.844 / 2.306 / 99 / 99
13,2-0,1.102 / 2.044 / 44 / 44,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 30,1.588 / 2.420 / 65 / 65,1.372 / 2.705 / 49 / 49
14,2-1,0.973 / 1.062 / 37 / 37,-1.000 / -1.000 / 0 / 29,-1.000 / -1.000 / 0 / 42,0.960 / 1.062 / 49 / 49,0.977 / 1.062 / 65 / 65
15,2-2,0.912 / 1.461 / 27 / 27,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 51,1.186 / 1.746 / 58 / 58,1.099 / 1.461 / 48 / 48
16,2-3,1.360 / 1.925 / 49 / 49,-1.000 / -1.000 / 0 / 22,-1.000 / -1.000 / 0 / 14,1.338 / 1.925 / 51 / 51,1.781 / 2.345 / 49 / 49
17,2-4,1.057 / 1.613 / 32 / 32,-1.000 / -1.000 / 0 / 26,-1.000 / -1.000 / 0 / 38,1.011 / 1.279 / 28 / 28,1.388 / 1.831 / 46 / 46
18,2-5,0.929 / 1.232 / 35 / 35,-1.000 / -1.000 / 0 / 23,-1.000 / -1.000 / 0 / 63,1.005 / 1.198 / 60 / 60,1.017 / 1.198 / 42 / 42
19,2-6,1.628 / 2.704 / 65 / 65,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 40,1.502 / 2.704 / 58 / 58,1.405 / 2.663 / 57 / 57
20,2-7,0.893 / 1.193 / 40 / 40,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 41,0.859 / 1.193 / 61 / 61,0.863 / 1.296 / 51 / 51
21,2-8,1.107 / 1.294 / 43 / 43,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 50,0.976 / 1.294 / 24 / 24,1.077 / 1.294 / 50 / 50
22,2-9,1.196 / 1.635 / 48 / 48,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 38,1.221 / 1.623 / 49 / 49,1.308 / 1.805 / 46 / 46
23,2-10,0.893 / 0.893 / 33 / 33,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 51,0.893 / 0.893 / 33 / 33,1.360 / 1.622 / 39 / 39
24,2-11,1.004 / 1.588 / 54 / 54,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 42,1.186 / 1.584 / 57 / 57,1.088 / 1.410 / 54 / 54
25,2-12,1.469 / 1.581 / 38 / 38,-1.000 / -1.000 / 0 / 59,-1.000 / -1.000 / 0 / 52,1.401 / 1.581 / 41 / 41,1.369 / 1.444 / 59 / 59
26,2-13,1.144 / 1.799 / 46 / 46,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 36,1.187 / 1.799 / 49 / 49,1.895 / 2.583 / 31 / 31
27,2-14,1.592 / 2.395 / 41 / 41,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 53,1.615 / 2.758 / 63 / 63,1.484 / 2.356 / 35 / 35
28,2-15,0.946 / 1.391 / 63 / 63,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 45,0.971 / 1.502 / 31 / 31,1.326 / 1.482 / 48 / 48
29,2-16,1.101 / 1.745 / 35 / 35,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 75,1.090 / 1.369 / 41 / 41,1.019 / 1.369 / 28 / 28
30,2-17,0.894 / 0.894 / 57 / 57,-1.000 / -1.000 / 0 / 76,-1.000 / -1.000 / 0 / 68,0.894 / 0.894 / 49 / 49,0.894 / 0.894 / 45 / 45
31,2-18,1.440 / 1.958 / 40 / 40,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 44,1.060 / 1.624 / 40 / 40,1.016 / 1.561 / 24 / 24
32,2-19,1.291 / 1.924 / 47 / 47,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 65,1.266 / 1.611 / 50 / 50,1.342 / 1.731 / 59 / 59
