,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.197 / 1.341 / 99 / 99,1.207 / 1.487 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.194 / 1.498 / 99 / 99,1.209 / 1.479 / 99 / 99
1,1-1,1.274 / 1.595 / 99 / 99,2.329 / 2.755 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.204 / 1.738 / 99 / 99,1.492 / 1.601 / 99 / 99
2,1-2,1.127 / 1.401 / 99 / 99,1.689 / 2.340 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.098 / 1.401 / 99 / 99,1.701 / 2.332 / 99 / 99
3,1-3,1.299 / 1.652 / 99 / 99,1.641 / 2.022 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.502 / 1.946 / 99 / 99,1.758 / 2.097 / 99 / 99
4,1-4,1.268 / 1.594 / 99 / 99,1.178 / 2.371 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.338 / 1.594 / 99 / 99,1.202 / 1.594 / 99 / 99
5,1-5,1.747 / 2.041 / 99 / 99,2.240 / 2.537 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.941 / 2.184 / 99 / 99,2.184 / 2.446 / 99 / 99
6,1-6,1.626 / 1.989 / 99 / 99,1.632 / 1.989 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.653 / 1.989 / 99 / 99,1.597 / 1.989 / 99 / 99
7,1-7,1.472 / 1.622 / 99 / 99,2.465 / 2.694 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.424 / 1.622 / 99 / 99,1.992 / 2.580 / 99 / 99
8,1-8,1.603 / 1.822 / 99 / 99,1.834 / 2.051 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.630 / 1.718 / 99 / 99,1.532 / 1.795 / 99 / 99
9,1-9,1.543 / 1.910 / 99 / 99,1.213 / 1.727 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.461 / 1.986 / 99 / 99,1.167 / 1.694 / 99 / 99
10,1-10,1.047 / 1.124 / 99 / 99,1.471 / 1.579 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.040 / 1.124 / 99 / 99,1.198 / 1.399 / 99 / 99
11,1-11,1.354 / 2.076 / 99 / 99,1.203 / 1.786 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.435 / 2.022 / 99 / 99,1.389 / 2.076 / 99 / 99
12,1-12,1.972 / 2.121 / 99 / 99,2.400 / 2.731 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.017 / 2.121 / 99 / 99,1.934 / 2.121 / 99 / 99
13,2-0,1.369 / 2.064 / 42 / 42,1.351 / 1.991 / 59 / 59,-1.000 / -1.000 / 0 / 48,1.258 / 2.354 / 57 / 57,1.381 / 1.804 / 74 / 74
14,2-1,0.936 / 1.550 / 29 / 29,1.240 / 2.315 / 73 / 73,-1.000 / -1.000 / 0 / 59,1.093 / 1.982 / 41 / 41,1.152 / 1.961 / 54 / 54
15,2-2,0.966 / 1.348 / 33 / 33,1.121 / 1.762 / 37 / 37,-1.000 / -1.000 / 0 / 30,0.964 / 1.348 / 36 / 36,1.115 / 1.762 / 74 / 74
16,2-3,1.001 / 1.694 / 54 / 54,1.209 / 1.694 / 48 / 48,-1.000 / -1.000 / 0 / 30,1.370 / 1.931 / 54 / 54,1.141 / 1.694 / 56 / 56
17,2-4,1.294 / 1.687 / 37 / 37,1.039 / 1.435 / 58 / 58,-1.000 / -1.000 / 0 / 49,1.126 / 1.880 / 61 / 61,1.020 / 1.358 / 36 / 36
