,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.022 / 1.243 / 99 / 99,2.099 / 2.444 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.030 / 1.243 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,2.032 / 2.667 / 99 / 99,2.077 / 2.903 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.109 / 2.667 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.896 / 2.500 / 99 / 99,2.668 / 3.445 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.910 / 2.806 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.770 / 2.573 / 99 / 99,1.708 / 2.573 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.734 / 2.573 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.302 / 1.727 / 99 / 99,1.735 / 1.999 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.238 / 1.672 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.052 / 1.393 / 99 / 99,1.175 / 1.393 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.250 / 1.393 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.210 / 1.358 / 99 / 99,2.013 / 2.199 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.195 / 1.358 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.433 / 2.173 / 99 / 99,1.728 / 2.347 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.335 / 1.786 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.465 / 1.761 / 99 / 99,1.718 / 1.920 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.633 / 1.761 / 99 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.054 / 1.336 / 99 / 99,1.568 / 1.876 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.041 / 1.336 / 99 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.694 / 1.984 / 99 / 99,2.133 / 2.235 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.551 / 1.834 / 99 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.241 / 1.943 / 99 / 99,1.327 / 1.567 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.698 / 1.943 / 99 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,2.063 / 2.729 / 99 / 99,2.235 / 2.993 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.172 / 2.729 / 99 / 99,-1.000 / -1.000 / 0 / 99
13,2-0,1.193 / 2.016 / 60 / 60,1.307 / 2.017 / 36 / 36,-1.000 / -1.000 / 0 / 66,1.261 / 2.016 / 48 / 48,-1.000 / -1.000 / 0 / 55
14,2-1,1.364 / 2.166 / 39 / 39,1.200 / 1.588 / 49 / 49,-1.000 / -1.000 / 0 / 25,1.248 / 1.807 / 64 / 64,-1.000 / -1.000 / 0 / 76
15,2-2,1.525 / 1.784 / 61 / 61,1.226 / 1.789 / 45 / 45,-1.000 / -1.000 / 0 / 47,1.313 / 1.774 / 57 / 57,-1.000 / -1.000 / 0 / 48
16,2-3,1.164 / 1.786 / 70 / 70,0.917 / 1.197 / 43 / 43,-1.000 / -1.000 / 0 / 43,1.073 / 1.786 / 65 / 65,-1.000 / -1.000 / 0 / 37
17,2-4,1.068 / 1.116 / 36 / 36,1.089 / 1.116 / 29 / 29,-1.000 / -1.000 / 0 / 45,1.067 / 1.116 / 70 / 70,-1.000 / -1.000 / 0 / 50
18,2-5,1.264 / 1.723 / 43 / 43,1.301 / 1.988 / 40 / 40,-1.000 / -1.000 / 0 / 39,1.091 / 1.723 / 17 / 17,-1.000 / -1.000 / 0 / 59
19,2-6,1.044 / 1.548 / 55 / 55,0.888 / 0.888 / 19 / 19,-1.000 / -1.000 / 0 / 28,0.899 / 1.548 / 58 / 58,-1.000 / -1.000 / 0 / 55
20,2-7,1.018 / 1.307 / 80 / 80,0.964 / 1.307 / 36 / 36,-1.000 / -1.000 / 0 / 32,1.085 / 1.307 / 61 / 61,-1.000 / -1.000 / 0 / 40
21,2-8,1.152 / 1.924 / 45 / 45,2.176 / 2.772 / 45 / 45,-1.000 / -1.000 / 0 / 54,1.272 / 1.653 / 14 / 14,-1.000 / -1.000 / 0 / 26
22,2-9,0.893 / 0.893 / 24 / 24,0.893 / 0.893 / 55 / 55,-1.000 / -1.000 / 0 / 17,0.893 / 0.893 / 51 / 51,-1.000 / -1.000 / 0 / 44
23,2-10,1.134 / 1.460 / 49 / 49,0.986 / 1.113 / 32 / 32,-1.000 / -1.000 / 0 / 19,1.508 / 1.786 / 45 / 45,-1.000 / -1.000 / 0 / 58
24,2-11,0.995 / 1.222 / 40 / 40,0.925 / 1.222 / 24 / 24,-1.000 / -1.000 / 0 / 31,0.951 / 1.222 / 55 / 55,-1.000 / -1.000 / 0 / 25
25,2-12,0.960 / 1.405 / 58 / 58,0.952 / 0.952 / 42 / 42,-1.000 / -1.000 / 0 / 35,0.952 / 0.952 / 54 / 54,-1.000 / -1.000 / 0 / 71
