,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.126 / 1.334 / 99 / 99,1.367 / 1.871 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.547 / 1.912 / 99 / 99,1.956 / 2.256 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.353 / 1.527 / 99 / 99,1.386 / 1.641 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.325 / 1.581 / 99 / 99,1.153 / 1.581 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.622 / 1.622 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.038 / 1.157 / 99 / 99,1.193 / 1.498 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.733 / 2.320 / 99 / 99,1.748 / 2.046 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.714 / 2.069 / 99 / 99,1.625 / 1.937 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
8,1-8,1.241 / 1.586 / 99 / 99,1.267 / 1.495 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
9,1-9,1.432 / 1.787 / 99 / 99,1.892 / 2.344 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
10,1-10,1.444 / 1.602 / 99 / 99,1.606 / 1.804 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
11,1-11,1.499 / 2.028 / 99 / 99,1.755 / 2.278 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
12,1-12,1.604 / 1.852 / 99 / 99,1.467 / 1.739 / 99 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
13,2-0,0.919 / 0.919 / 34 / 34,0.919 / 0.919 / 28 / 28,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 35
14,2-1,0.927 / 1.135 / 27 / 27,0.916 / 1.117 / 40 / 40,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 59
15,2-2,1.040 / 1.217 / 72 / 72,1.078 / 1.408 / 64 / 64,-1.000 / -1.000 / 0 / 19,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 55
16,2-3,0.983 / 1.620 / 42 / 42,0.948 / 1.210 / 51 / 51,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 41
17,2-4,1.248 / 1.830 / 40 / 40,1.226 / 1.765 / 51 / 51,-1.000 / -1.000 / 0 / 77,-1.000 / -1.000 / 0 / 50,-1.000 / -1.000 / 0 / 28
18,2-5,0.920 / 1.502 / 47 / 47,0.907 / 0.935 / 32 / 32,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 49,-1.000 / -1.000 / 0 / 41
19,2-6,1.094 / 1.474 / 33 / 33,1.315 / 1.851 / 53 / 53,-1.000 / -1.000 / 0 / 24,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 53
20,2-7,1.174 / 1.557 / 30 / 30,0.952 / 1.256 / 57 / 57,-1.000 / -1.000 / 0 / 28,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 47
21,2-8,1.094 / 1.616 / 62 / 62,1.154 / 1.616 / 56 / 56,-1.000 / -1.000 / 0 / 55,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 33
22,2-9,1.127 / 1.507 / 67 / 67,1.167 / 1.507 / 59 / 59,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 63
23,2-10,1.013 / 1.272 / 65 / 65,1.637 / 2.160 / 47 / 47,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 59
24,2-11,0.967 / 1.801 / 54 / 54,0.952 / 0.952 / 49 / 49,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 32,-1.000 / -1.000 / 0 / 17
25,2-12,1.164 / 1.562 / 34 / 34,1.636 / 2.257 / 49 / 49,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 68
26,2-13,1.127 / 2.215 / 58 / 58,1.071 / 2.325 / 58 / 58,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 47
27,2-14,0.921 / 1.161 / 51 / 51,0.937 / 1.180 / 42 / 42,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 35
28,2-15,1.061 / 1.242 / 58 / 58,1.230 / 1.811 / 42 / 42,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 29
29,2-16,1.108 / 1.588 / 50 / 50,1.068 / 1.608 / 47 / 47,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 51
30,2-17,1.054 / 1.236 / 28 / 28,1.068 / 1.394 / 28 / 28,-1.000 / -1.000 / 0 / 26,-1.000 / -1.000 / 0 / 66,-1.000 / -1.000 / 0 / 46
31,2-18,1.011 / 1.166 / 36 / 36,1.039 / 1.411 / 48 / 48,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 59
32,2-19,1.117 / 1.725 / 38 / 38,1.242 / 1.847 / 57 / 57,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 54,-1.000 / -1.000 / 0 / 56
33,2-20,1.016 / 1.149 / 41 / 41,1.022 / 1.149 / 55 / 55,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 43
34,2-21,0.930 / 0.930 / 57 / 57,0.930 / 0.930 / 54 / 54,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 34,-1.000 / -1.000 / 0 / 63
35,2-22,0.952 / 0.952 / 48 / 48,0.952 / 0.952 / 27 / 27,-1.000 / -1.000 / 0 / 62,-1.000 / -1.000 / 0 / 56,-1.000 / -1.000 / 0 / 22
36,2-23,0.893 / 0.893 / 91 / 91,0.893 / 0.893 / 50 / 50,-1.000 / -1.000 / 0 / 20,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 40
37,2-24,0.919 / 0.919 / 24 / 24,0.919 / 0.919 / 33 / 33,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 42
38,2-25,1.097 / 1.493 / 49 / 49,1.295 / 2.063 / 37 / 37,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 46
