,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.328 / 1.554 / 99 / 99,1.671 / 1.935 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.223 / 1.539 / 99 / 99,1.544 / 1.954 / 99 / 99
1,1-1,1.222 / 1.529 / 99 / 99,1.542 / 1.812 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.191 / 1.574 / 99 / 99,1.132 / 1.450 / 99 / 99
2,1-2,1.056 / 1.154 / 99 / 99,1.848 / 2.002 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.031 / 1.154 / 99 / 99,1.482 / 1.740 / 99 / 99
3,1-3,1.262 / 2.054 / 99 / 99,1.461 / 2.303 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.402 / 2.054 / 99 / 99,1.651 / 2.054 / 99 / 99
4,1-4,1.457 / 1.943 / 99 / 99,1.485 / 2.154 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.453 / 1.943 / 99 / 99,1.533 / 1.943 / 99 / 99
5,1-5,1.359 / 1.779 / 99 / 99,1.280 / 1.385 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.154 / 1.626 / 99 / 99,1.654 / 2.059 / 99 / 99
6,1-6,1.493 / 2.118 / 99 / 99,1.764 / 2.465 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.572 / 2.164 / 99 / 99,1.552 / 2.035 / 99 / 99
7,1-7,1.246 / 1.542 / 99 / 99,1.323 / 1.701 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.298 / 1.649 / 99 / 99,1.151 / 1.618 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,1.840 / 2.032 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.254 / 1.254 / 99 / 99
9,1-9,1.619 / 1.844 / 99 / 99,1.811 / 2.033 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.635 / 1.846 / 99 / 99,1.851 / 2.172 / 99 / 99
10,1-10,1.502 / 1.690 / 99 / 99,1.977 / 2.176 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.631 / 1.985 / 99 / 99,1.348 / 1.690 / 99 / 99
11,1-11,1.533 / 1.782 / 99 / 99,1.642 / 1.999 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.001 / 2.289 / 99 / 99,1.520 / 1.703 / 99 / 99
12,1-12,1.239 / 1.673 / 99 / 99,1.747 / 2.032 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.231 / 1.673 / 99 / 99,1.272 / 1.673 / 99 / 99
13,2-0,1.281 / 1.660 / 54 / 54,1.177 / 2.154 / 48 / 48,-1.000 / -1.000 / 0 / 57,1.255 / 2.036 / 64 / 64,1.043 / 1.275 / 25 / 25
14,2-1,0.977 / 1.220 / 49 / 49,1.014 / 1.220 / 24 / 24,-1.000 / -1.000 / 0 / 64,1.042 / 1.220 / 49 / 49,1.026 / 1.220 / 57 / 57
15,2-2,0.798 / 1.299 / 40 / 40,0.820 / 1.521 / 48 / 48,-1.000 / -1.000 / 0 / 32,0.867 / 1.076 / 39 / 39,1.134 / 1.455 / 38 / 38
16,2-3,1.395 / 1.975 / 60 / 60,1.064 / 1.703 / 47 / 47,-1.000 / -1.000 / 0 / 52,1.212 / 1.703 / 37 / 37,1.483 / 1.763 / 25 / 25
17,2-4,1.002 / 1.277 / 79 / 79,1.665 / 2.246 / 45 / 45,-1.000 / -1.000 / 0 / 31,1.079 / 1.683 / 70 / 70,1.452 / 1.812 / 34 / 34
18,2-5,1.157 / 1.860 / 56 / 56,1.055 / 1.542 / 39 / 39,-1.000 / -1.000 / 0 / 63,0.973 / 1.257 / 24 / 24,1.096 / 1.542 / 60 / 60
19,2-6,1.035 / 1.646 / 63 / 63,0.932 / 1.273 / 41 / 41,-1.000 / -1.000 / 0 / 63,1.092 / 1.273 / 40 / 40,0.993 / 1.273 / 43 / 43
20,2-7,1.048 / 1.293 / 42 / 42,1.285 / 1.945 / 61 / 61,-1.000 / -1.000 / 0 / 51,1.109 / 1.571 / 55 / 55,0.960 / 1.487 / 44 / 44
21,2-8,1.289 / 1.523 / 39 / 39,1.063 / 1.443 / 62 / 62,-1.000 / -1.000 / 0 / 59,1.267 / 1.523 / 56 / 56,1.313 / 1.945 / 34 / 34
22,2-9,0.919 / 0.919 / 33 / 33,0.919 / 0.919 / 58 / 58,-1.000 / -1.000 / 0 / 44,0.919 / 0.919 / 69 / 69,0.919 / 0.919 / 34 / 34
23,2-10,1.058 / 1.614 / 28 / 28,1.142 / 1.812 / 50 / 50,-1.000 / -1.000 / 0 / 28,1.322 / 2.092 / 67 / 67,1.195 / 1.887 / 51 / 51
24,2-11,1.031 / 1.221 / 42 / 42,0.970 / 1.221 / 44 / 44,-1.000 / -1.000 / 0 / 36,1.034 / 1.221 / 53 / 53,1.102 / 1.489 / 41 / 41
