,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,1.635 / 1.641 / 99 / 99
1,1-1,1.128 / 1.343 / 99 / 99,1.723 / 2.112 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.201 / 1.343 / 99 / 99,1.358 / 1.614 / 68 / 99
2,1-2,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.422 / 1.422 / 99 / 99,1.422 / 1.422 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.422 / 1.422 / 99 / 99,2.982 / 3.243 / 99 / 99
4,1-4,1.023 / 1.192 / 99 / 99,1.117 / 1.192 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.054 / 1.192 / 99 / 99,1.054 / 1.192 / 99 / 99
5,1-5,1.646 / 1.998 / 99 / 99,1.338 / 1.998 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.644 / 1.981 / 99 / 99,2.058 / 2.406 / 99 / 99
6,1-6,1.435 / 1.574 / 99 / 99,1.498 / 1.584 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.343 / 1.574 / 99 / 99,1.385 / 1.574 / 99 / 99
7,1-7,1.231 / 1.571 / 99 / 99,1.349 / 1.637 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.252 / 1.506 / 99 / 99,1.331 / 1.749 / 99 / 99
8,1-8,1.695 / 2.153 / 99 / 99,2.138 / 2.328 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.863 / 2.270 / 97 / 99,2.457 / 3.180 / 98 / 99
9,1-9,1.309 / 1.567 / 99 / 99,1.139 / 1.567 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.550 / 1.575 / 99 / 99,1.515 / 1.716 / 99 / 99
10,1-10,1.130 / 1.338 / 99 / 99,1.291 / 1.408 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.178 / 1.338 / 99 / 99,2.583 / 2.741 / 99 / 99
11,1-11,1.627 / 1.639 / 99 / 99,1.619 / 1.665 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.539 / 1.639 / 99 / 99,1.396 / 1.396 / 99 / 99
12,1-12,1.779 / 2.032 / 99 / 99,1.936 / 2.103 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.836 / 1.960 / 99 / 99,2.181 / 2.525 / 99 / 99
13,2-0,1.073 / 1.341 / 55 / 55,1.078 / 1.341 / 55 / 55,-1.000 / -1.000 / 0 / 50,1.004 / 1.341 / 57 / 57,1.014 / 1.472 / 44 / 44
14,2-1,0.893 / 0.893 / 37 / 37,0.893 / 0.893 / 28 / 28,-1.000 / -1.000 / 0 / 29,0.893 / 0.893 / 52 / 52,0.893 / 0.893 / 63 / 63
15,2-2,1.334 / 1.539 / 45 / 45,1.192 / 1.539 / 57 / 57,-1.000 / -1.000 / 0 / 34,1.340 / 1.539 / 59 / 59,1.103 / 1.202 / 66 / 66
16,2-3,0.989 / 1.592 / 52 / 52,1.085 / 1.613 / 41 / 41,-1.000 / -1.000 / 0 / 70,1.085 / 1.613 / 49 / 49,1.199 / 1.941 / 36 / 36
17,2-4,1.062 / 2.026 / 67 / 67,1.176 / 2.056 / 58 / 58,-1.000 / -1.000 / 0 / 49,0.981 / 1.662 / 46 / 46,1.031 / 1.662 / 46 / 46
18,2-5,0.995 / 1.130 / 72 / 72,1.062 / 1.130 / 48 / 48,-1.000 / -1.000 / 0 / 61,1.035 / 1.233 / 55 / 55,1.039 / 1.342 / 42 / 42
19,2-6,1.115 / 1.228 / 71 / 71,1.043 / 1.228 / 53 / 53,-1.000 / -1.000 / 0 / 52,0.975 / 1.228 / 46 / 46,0.987 / 1.228 / 42 / 42
20,2-7,0.983 / 1.163 / 39 / 39,0.991 / 1.171 / 52 / 52,-1.000 / -1.000 / 0 / 65,0.929 / 1.163 / 58 / 58,1.347 / 1.689 / 49 / 49
21,2-8,1.155 / 1.719 / 67 / 67,1.028 / 1.428 / 35 / 35,-1.000 / -1.000 / 0 / 24,1.150 / 1.521 / 41 / 41,1.032 / 1.521 / 41 / 41
22,2-9,1.251 / 1.940 / 63 / 63,1.032 / 1.969 / 38 / 38,-1.000 / -1.000 / 0 / 58,1.207 / 1.940 / 53 / 53,1.097 / 1.588 / 51 / 51
23,2-10,1.010 / 1.486 / 15 / 15,1.068 / 1.972 / 34 / 34,-1.000 / -1.000 / 0 / 18,0.996 / 1.486 / 34 / 34,0.980 / 1.876 / 31 / 31
24,2-11,0.919 / 0.919 / 57 / 57,0.919 / 0.919 / 37 / 37,-1.000 / -1.000 / 0 / 59,0.919 / 0.919 / 68 / 68,0.919 / 0.919 / 45 / 45
25,2-12,1.037 / 1.238 / 66 / 66,0.737 / 0.737 / 62 / 62,-1.000 / -1.000 / 0 / 62,1.059 / 1.316 / 42 / 42,1.592 / 2.354 / 29 / 29
26,2-13,0.970 / 1.246 / 40 / 40,0.859 / 1.141 / 47 / 47,-1.000 / -1.000 / 0 / 64,0.779 / 1.041 / 76 / 76,0.846 / 1.153 / 70 / 70
27,2-14,1.094 / 1.610 / 39 / 39,1.203 / 1.999 / 52 / 52,-1.000 / -1.000 / 0 / 41,1.403 / 2.307 / 52 / 52,1.907 / 2.252 / 54 / 54
28,2-15,0.935 / 1.259 / 18 / 18,1.053 / 1.663 / 41 / 41,-1.000 / -1.000 / 0 / 37,1.254 / 1.696 / 53 / 53,1.256 / 2.027 / 62 / 62
29,2-16,1.264 / 1.665 / 54 / 54,1.261 / 1.861 / 32 / 32,-1.000 / -1.000 / 0 / 27,1.219 / 1.941 / 61 / 61,1.679 / 2.033 / 49 / 49
30,2-17,1.045 / 1.448 / 44 / 44,-1.000 / -1.000 / 0 / 0,-1.000 / -1.000 / 0 / 64,1.014 / 1.448 / 28 / 28,0.931 / 1.311 / 33 / 33
31,2-18,1.208 / 1.580 / 53 / 53,1.328 / 1.593 / 47 / 47,-1.000 / -1.000 / 0 / 30,1.243 / 1.614 / 48 / 48,1.344 / 1.614 / 39 / 39
32,2-19,0.904 / 1.183 / 36 / 36,1.363 / 2.147 / 41 / 41,-1.000 / -1.000 / 0 / 35,0.987 / 1.183 / 58 / 58,1.363 / 1.679 / 52 / 52
33,2-20,0.941 / 0.941 / 55 / 55,1.354 / 1.436 / 27 / 27,-1.000 / -1.000 / 0 / 55,1.069 / 1.578 / 48 / 48,1.616 / 1.633 / 35 / 35
34,2-21,1.086 / 1.203 / 48 / 48,1.245 / 1.657 / 77 / 77,-1.000 / -1.000 / 0 / 43,1.129 / 1.507 / 34 / 34,1.167 / 1.691 / 37 / 37
35,2-22,1.240 / 2.079 / 31 / 31,1.217 / 2.079 / 59 / 59,-1.000 / -1.000 / 0 / 57,1.050 / 1.713 / 35 / 35,1.130 / 1.736 / 58 / 58
36,2-23,1.113 / 1.113 / 36 / 36,1.113 / 1.113 / 60 / 60,-1.000 / -1.000 / 0 / 53,1.113 / 1.113 / 58 / 58,1.622 / 2.887 / 35 / 35
37,2-24,0.952 / 0.952 / 49 / 49,0.986 / 1.277 / 49 / 49,-1.000 / -1.000 / 0 / 33,1.002 / 1.277 / 52 / 52,0.990 / 1.277 / 43 / 43
