,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,2.043 / 2.554 / 99 / 99,2.259 / 2.554 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.286 / 3.030 / 99 / 99
1,1-1,1.645 / 1.838 / 99 / 99,1.946 / 2.136 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.657 / 1.838 / 99 / 99
2,1-2,2.494 / 2.738 / 99 / 99,1.985 / 2.233 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.147 / 2.435 / 99 / 99
3,1-3,1.967 / 2.148 / 99 / 99,2.017 / 2.258 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.028 / 2.148 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,1.803 / 1.934 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
5,1-5,1.253 / 1.635 / 99 / 99,1.217 / 1.672 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.331 / 2.042 / 99 / 99
6,1-6,1.000 / 1.000 / 99 / 99,2.367 / 2.377 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
7,1-7,1.160 / 1.259 / 99 / 99,1.428 / 1.912 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.242 / 1.395 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
9,1-9,2.565 / 2.803 / 99 / 99,3.232 / 3.427 / 99 / 99,-1.000 / -1.000 / 0 / 99,2.659 / 2.803 / 99 / 99
10,2-0,1.591 / 1.707 / 36 / 36,0.957 / 0.957 / 53 / 53,-1.000 / -1.000 / 0 / 51,0.976 / 0.976 / 55 / 55
11,2-1,2.736 / 3.103 / 27 / 27,2.813 / 3.177 / 56 / 56,-1.000 / -1.000 / 0 / 40,2.728 / 2.980 / 47 / 47
12,2-2,2.400 / 2.636 / 26 / 26,2.078 / 2.208 / 48 / 48,-1.000 / -1.000 / 0 / 56,2.242 / 2.665 / 40 / 40
13,2-3,1.272 / 1.318 / 38 / 38,2.518 / 2.588 / 64 / 64,-1.000 / -1.000 / 0 / 39,2.206 / 2.283 / 42 / 42
14,2-4,2.183 / 2.183 / 60 / 60,1.373 / 1.373 / 55 / 55,-1.000 / -1.000 / 0 / 51,1.419 / 1.549 / 41 / 41
15,2-5,2.751 / 3.017 / 53 / 53,3.357 / 3.871 / 39 / 39,-1.000 / -1.000 / 0 / 52,3.300 / 3.764 / 53 / 53
16,2-6,1.347 / 1.944 / 60 / 60,1.163 / 1.353 / 45 / 45,-1.000 / -1.000 / 0 / 34,1.226 / 1.669 / 50 / 50
17,2-7,2.179 / 2.418 / 51 / 52,2.383 / 2.799 / 36 / 44,-1.000 / -1.000 / 0 / 52,2.635 / 3.373 / 65 / 66
18,2-8,0.842 / 1.034 / 48 / 48,1.743 / 1.887 / 41 / 41,-1.000 / -1.000 / 0 / 22,0.825 / 1.034 / 51 / 51
19,2-9,2.057 / 2.266 / 38 / 38,1.013 / 1.258 / 22 / 22,-1.000 / -1.000 / 0 / 37,1.433 / 1.640 / 26 / 26
