,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.922 / 1.949 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.000 / 1.000 / 99 / 99,0.927 / 0.972 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.003 / 1.253 / 99 / 99
2,1-2,1.402 / 1.752 / 99 / 99,1.610 / 1.752 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.478 / 1.752 / 99 / 99
3,1-3,1.394 / 1.394 / 99 / 99,1.844 / 1.844 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.394 / 1.394 / 99 / 99
4,1-4,1.000 / 1.000 / 99 / 99,2.019 / 2.030 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.291 / 1.301 / 99 / 99
5,1-5,1.342 / 1.542 / 99 / 99,1.227 / 1.443 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.187 / 1.394 / 99 / 99
6,1-6,1.310 / 1.596 / 99 / 99,2.462 / 2.652 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.381 / 1.593 / 99 / 99
7,1-7,1.000 / 1.000 / 99 / 99,1.375 / 1.467 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
8,1-8,1.000 / 1.000 / 99 / 99,1.218 / 1.218 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
9,1-9,1.273 / 1.392 / 99 / 99,1.779 / 2.040 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.277 / 1.392 / 99 / 99
10,2-0,1.227 / 1.517 / 29 / 29,1.424 / 1.666 / 53 / 53,-1.000 / -1.000 / 0 / 32,1.225 / 1.499 / 36 / 36
11,2-1,2.333 / 2.333 / 64 / 64,2.157 / 2.260 / 60 / 60,-1.000 / -1.000 / 0 / 44,2.037 / 2.037 / 24 / 24
12,2-2,1.470 / 1.758 / 60 / 60,1.210 / 1.230 / 58 / 58,-1.000 / -1.000 / 0 / 29,1.054 / 1.230 / 65 / 65
13,2-3,0.951 / 1.269 / 51 / 51,1.054 / 1.269 / 28 / 28,-1.000 / -1.000 / 0 / 47,1.655 / 1.879 / 74 / 74
14,2-4,1.352 / 1.797 / 59 / 59,2.016 / 2.381 / 61 / 61,-1.000 / -1.000 / 0 / 46,1.180 / 1.596 / 44 / 44
15,2-5,1.024 / 1.358 / 33 / 33,1.140 / 1.330 / 41 / 41,-1.000 / -1.000 / 0 / 61,1.139 / 1.330 / 53 / 53
16,2-6,1.520 / 1.962 / 42 / 42,1.936 / 2.215 / 47 / 47,-1.000 / -1.000 / 0 / 51,1.820 / 2.215 / 73 / 73
17,2-7,1.088 / 1.430 / 70 / 70,1.135 / 1.178 / 50 / 50,-1.000 / -1.000 / 0 / 37,1.100 / 1.178 / 69 / 69
18,2-8,2.466 / 2.891 / 42 / 42,0.979 / 1.589 / 68 / 68,-1.000 / -1.000 / 0 / 15,0.941 / 0.941 / 43 / 43
19,2-9,1.923 / 2.369 / 61 / 61,2.065 / 2.397 / 15 / 15,-1.000 / -1.000 / 0 / 58,1.764 / 1.922 / 36 / 36
