,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,2.118 / 2.311 / 99 / 99,2.083 / 2.336 / 99 / 99,2.185 / 2.613 / 99 / 99,2.183 / 2.311 / 99 / 99
1,1-1,1.184 / 1.283 / 99 / 99,1.359 / 1.542 / 99 / 99,2.109 / 2.236 / 99 / 99,1.169 / 1.283 / 99 / 99
2,1-2,1.129 / 1.296 / 99 / 99,1.549 / 1.838 / 99 / 99,2.763 / 3.027 / 99 / 99,1.155 / 1.386 / 99 / 99
3,1-3,1.182 / 1.182 / 99 / 99,1.823 / 1.923 / 99 / 99,2.213 / 2.299 / 53 / 99,1.447 / 1.460 / 99 / 99
4,1-4,1.113 / 1.372 / 99 / 99,2.119 / 2.296 / 99 / 99,1.509 / 2.120 / 99 / 99,1.191 / 1.372 / 99 / 99
5,1-5,0.829 / 1.223 / 99 / 99,0.765 / 1.059 / 99 / 99,0.886 / 2.453 / 99 / 99,0.785 / 1.095 / 99 / 99
6,1-6,0.825 / 1.379 / 99 / 99,1.424 / 1.519 / 99 / 99,1.566 / 1.802 / 99 / 99,1.093 / 1.379 / 99 / 99
7,1-7,1.210 / 1.293 / 99 / 99,1.806 / 2.026 / 99 / 99,2.344 / 2.561 / 99 / 99,1.204 / 1.293 / 99 / 99
8,1-8,1.653 / 1.706 / 99 / 99,1.767 / 2.220 / 99 / 99,1.755 / 3.069 / 99 / 99,1.606 / 1.706 / 99 / 99
9,1-9,1.776 / 1.784 / 99 / 99,1.109 / 1.309 / 99 / 99,1.587 / 1.720 / 37 / 99,1.000 / 1.000 / 99 / 99
10,2-0,1.679 / 1.679 / 38 / 38,2.271 / 2.338 / 36 / 36,2.313 / 2.442 / 37 / 37,1.679 / 1.679 / 34 / 34
11,2-1,1.962 / 2.008 / 39 / 39,1.367 / 1.367 / 31 / 31,1.315 / 1.315 / 54 / 54,1.367 / 1.367 / 72 / 72
12,2-2,1.293 / 1.442 / 30 / 30,1.599 / 1.864 / 48 / 48,1.188 / 1.410 / 34 / 34,1.390 / 1.442 / 50 / 50
13,2-3,1.524 / 2.421 / 84 / 84,2.444 / 2.444 / 46 / 46,1.495 / 1.495 / 39 / 39,1.509 / 2.421 / 70 / 70
14,2-4,0.892 / 0.892 / 71 / 71,0.892 / 0.892 / 48 / 48,0.892 / 0.892 / 54 / 54,0.892 / 0.892 / 69 / 69
15,2-5,1.681 / 2.025 / 43 / 43,1.184 / 1.184 / 38 / 38,2.160 / 2.265 / 61 / 61,1.712 / 1.754 / 19 / 19
16,2-6,1.114 / 1.114 / 54 / 54,1.424 / 1.651 / 36 / 36,1.240 / 1.394 / 65 / 65,1.114 / 1.114 / 51 / 51
17,2-7,0.952 / 0.952 / 43 / 43,0.966 / 1.435 / 35 / 35,0.952 / 0.952 / 52 / 52,0.952 / 0.952 / 58 / 58
18,2-8,1.536 / 1.536 / 61 / 61,109.941 / 487.404 / 27 / 28,2.031 / 2.302 / 56 / 56,1.536 / 1.536 / 43 / 43
19,2-9,1.146 / 1.146 / 44 / 44,2.050 / 2.062 / 39 / 39,2.403 / 2.403 / 54 / 54,1.146 / 1.146 / 38 / 38
