,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.634 / 1.635 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,1.317 / 1.317 / 99 / 99,2.175 / 2.248 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.317 / 1.317 / 99 / 99
2,1-2,1.055 / 1.099 / 99 / 99,1.829 / 2.325 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.607 / 1.640 / 99 / 99
3,1-3,1.161 / 1.242 / 99 / 99,2.005 / 2.019 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.614 / 1.866 / 99 / 99
4,1-4,1.411 / 1.577 / 99 / 99,1.144 / 1.144 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.332 / 1.332 / 99 / 99
5,1-5,1.127 / 1.402 / 99 / 99,1.104 / 1.305 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.169 / 1.343 / 99 / 99
6,1-6,1.000 / 1.000 / 99 / 99,1.000 / 1.000 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
7,1-7,1.299 / 1.299 / 99 / 99,1.792 / 1.888 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.337 / 1.478 / 99 / 99
8,1-8,1.636 / 1.636 / 99 / 99,2.369 / 2.369 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.636 / 1.636 / 99 / 99
9,1-9,1.277 / 2.017 / 99 / 99,1.712 / 1.877 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.120 / 1.340 / 99 / 99
10,2-0,1.292 / 1.292 / 35 / 35,0.920 / 0.920 / 40 / 40,-1.000 / -1.000 / 0 / 65,2.551 / 2.667 / 61 / 61
11,2-1,1.093 / 1.093 / 64 / 64,2.625 / 2.629 / 37 / 37,-1.000 / -1.000 / 0 / 58,2.221 / 2.227 / 61 / 61
12,2-2,1.401 / 1.410 / 56 / 56,1.542 / 1.546 / 58 / 58,-1.000 / -1.000 / 0 / 44,1.209 / 1.209 / 49 / 49
13,2-3,1.506 / 1.560 / 66 / 66,1.011 / 1.126 / 57 / 57,-1.000 / -1.000 / 0 / 54,0.980 / 1.126 / 49 / 49
14,2-4,1.083 / 1.116 / 25 / 25,1.567 / 1.567 / 62 / 62,-1.000 / -1.000 / 0 / 59,0.894 / 0.894 / 54 / 54
15,2-5,1.802 / 2.088 / 35 / 35,1.260 / 1.260 / 60 / 60,-1.000 / -1.000 / 0 / 63,1.606 / 1.764 / 43 / 43
16,2-6,0.894 / 0.894 / 35 / 35,2.404 / 2.404 / 46 / 46,-1.000 / -1.000 / 0 / 31,1.463 / 1.574 / 44 / 44
17,2-7,1.198 / 1.198 / 41 / 41,1.198 / 1.198 / 40 / 40,-1.000 / -1.000 / 0 / 62,2.287 / 2.485 / 35 / 35
18,2-8,1.209 / 1.513 / 63 / 63,1.646 / 1.933 / 63 / 63,-1.000 / -1.000 / 0 / 50,1.844 / 2.030 / 62 / 62
19,2-9,0.899 / 0.899 / 39 / 39,1.006 / 1.014 / 29 / 29,-1.000 / -1.000 / 0 / 48,1.176 / 1.176 / 65 / 65
