,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,2.270 / 2.824 / 99 / 99,2.215 / 3.286 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,2.622 / 3.420 / 99 / 99,2.897 / 4.240 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,1.943 / 2.618 / 99 / 99,2.106 / 2.556 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,1.009 / 1.876 / 99 / 99,1.175 / 1.744 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,1.392 / 1.719 / 99 / 99,1.848 / 2.273 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,2.121 / 2.372 / 99 / 99,2.096 / 2.372 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,1.342 / 1.550 / 99 / 99,2.258 / 2.676 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,2.518 / 2.997 / 99 / 99,1.724 / 2.128 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,2-0,-1.000 / -1.000 / 0 / 50,1.974 / 2.290 / 51 / 51,1.995 / 2.341 / 53 / 53,-1.000 / -1.000 / 0 / 65
9,2-1,-1.000 / -1.000 / 0 / 36,1.522 / 2.865 / 53 / 53,1.648 / 2.882 / 50 / 50,-1.000 / -1.000 / 0 / 65
10,2-2,-1.000 / -1.000 / 0 / 48,1.859 / 2.119 / 57 / 57,2.005 / 2.313 / 45 / 45,-1.000 / -1.000 / 0 / 69
11,2-3,-1.000 / -1.000 / 0 / 63,1.599 / 1.750 / 47 / 47,1.669 / 1.971 / 33 / 33,-1.000 / -1.000 / 0 / 53
12,2-4,-1.000 / -1.000 / 0 / 34,1.133 / 1.361 / 40 / 40,1.081 / 1.302 / 23 / 23,-1.000 / -1.000 / 0 / 47
13,2-5,-1.000 / -1.000 / 0 / 36,2.051 / 2.293 / 45 / 45,2.004 / 2.293 / 68 / 68,-1.000 / -1.000 / 0 / 58
14,2-6,-1.000 / -1.000 / 0 / 77,3.568 / 4.041 / 40 / 40,3.646 / 4.025 / 53 / 53,-1.000 / -1.000 / 0 / 22
15,2-7,-1.000 / -1.000 / 0 / 52,1.917 / 2.122 / 23 / 23,2.076 / 2.511 / 48 / 48,-1.000 / -1.000 / 0 / 44
16,2-8,-1.000 / -1.000 / 0 / 45,1.464 / 1.865 / 57 / 57,1.498 / 1.730 / 52 / 52,-1.000 / -1.000 / 0 / 50
17,2-9,-1.000 / -1.000 / 0 / 46,1.655 / 2.156 / 73 / 73,1.674 / 2.156 / 61 / 61,-1.000 / -1.000 / 0 / 66
18,2-10,-1.000 / -1.000 / 0 / 50,1.750 / 2.384 / 24 / 24,1.495 / 1.989 / 55 / 55,-1.000 / -1.000 / 0 / 48
19,2-11,-1.000 / -1.000 / 0 / 47,1.980 / 2.312 / 68 / 68,1.442 / 1.620 / 38 / 38,-1.000 / -1.000 / 0 / 57
20,2-12,-1.000 / -1.000 / 0 / 50,2.069 / 2.388 / 65 / 65,2.407 / 3.643 / 31 / 31,-1.000 / -1.000 / 0 / 57
21,2-13,-1.000 / -1.000 / 0 / 37,2.427 / 2.697 / 38 / 38,2.532 / 2.881 / 46 / 46,-1.000 / -1.000 / 0 / 67
22,2-14,-1.000 / -1.000 / 0 / 37,1.114 / 1.396 / 62 / 62,1.983 / 2.346 / 55 / 55,-1.000 / -1.000 / 0 / 60
23,2-15,-1.000 / -1.000 / 0 / 53,0.868 / 0.873 / 58 / 58,0.866 / 0.873 / 46 / 46,-1.000 / -1.000 / 0 / 59
