,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.000 / 1.000 / 99 / 99,1.234 / 1.569 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.000 / 1.000 / 99 / 99
1,1-1,2.629 / 3.271 / 99 / 99,1.983 / 2.382 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.295 / 1.640 / 99 / 99
2,1-2,1.444 / 1.478 / 99 / 99,0.935 / 1.814 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.415 / 1.478 / 99 / 99
3,1-3,2.369 / 2.793 / 99 / 99,1.551 / 1.704 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.277 / 1.610 / 99 / 99
4,1-4,1.159 / 1.520 / 99 / 99,0.855 / 1.579 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.062 / 1.190 / 99 / 99
5,1-5,1.178 / 1.703 / 99 / 99,1.116 / 1.462 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.175 / 1.703 / 99 / 99
6,1-6,1.315 / 1.847 / 99 / 99,1.824 / 2.157 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.808 / 2.060 / 99 / 99
7,1-7,2.875 / 3.673 / 99 / 99,1.730 / 2.260 / 99 / 99,-1.000 / -1.000 / 0 / 99,1.527 / 2.071 / 99 / 99
8,2-0,0.788 / 2.183 / 33 / 33,1.065 / 1.254 / 36 / 36,-1.000 / -1.000 / 0 / 63,0.721 / 0.856 / 62 / 62
9,2-1,1.161 / 1.593 / 37 / 37,1.166 / 1.386 / 54 / 54,-1.000 / -1.000 / 0 / 47,1.475 / 1.730 / 65 / 65
10,2-2,1.103 / 1.134 / 39 / 39,1.056 / 1.134 / 55 / 55,-1.000 / -1.000 / 0 / 41,1.182 / 1.439 / 51 / 51
11,2-3,2.786 / 2.894 / 46 / 46,1.098 / 1.177 / 44 / 44,-1.000 / -1.000 / 0 / 38,0.903 / 0.903 / 54 / 54
12,2-4,1.498 / 1.966 / 68 / 68,1.067 / 2.104 / 62 / 62,-1.000 / -1.000 / 0 / 73,1.339 / 1.871 / 68 / 68
13,2-5,3.511 / 3.912 / 35 / 35,1.263 / 1.263 / 26 / 26,-1.000 / -1.000 / 0 / 37,3.053 / 3.089 / 36 / 36
14,2-6,1.149 / 1.149 / 45 / 45,1.149 / 1.149 / 63 / 63,-1.000 / -1.000 / 0 / 60,1.149 / 1.149 / 45 / 45
15,2-7,1.642 / 1.796 / 55 / 55,1.505 / 1.663 / 51 / 51,-1.000 / -1.000 / 0 / 56,0.967 / 0.967 / 43 / 43
16,2-8,2.572 / 2.572 / 42 / 42,1.134 / 1.134 / 61 / 61,-1.000 / -1.000 / 0 / 48,1.726 / 2.054 / 70 / 70
17,2-9,2.784 / 3.050 / 13 / 13,3.283 / 3.668 / 37 / 37,-1.000 / -1.000 / 0 / 49,2.937 / 3.156 / 54 / 54
18,2-10,0.892 / 0.892 / 20 / 20,0.977 / 1.347 / 54 / 54,-1.000 / -1.000 / 0 / 54,0.981 / 1.268 / 55 / 55
19,2-11,1.170 / 1.633 / 26 / 26,1.525 / 1.803 / 40 / 40,-1.000 / -1.000 / 0 / 45,1.459 / 1.775 / 66 / 66
20,2-12,2.128 / 2.691 / 66 / 66,2.225 / 2.629 / 48 / 48,-1.000 / -1.000 / 0 / 64,1.946 / 2.213 / 51 / 51
21,2-13,1.189 / 1.424 / 59 / 59,1.355 / 1.762 / 77 / 77,-1.000 / -1.000 / 0 / 45,1.232 / 1.424 / 41 / 41
22,2-14,3.533 / 3.533 / 15 / 15,2.025 / 2.092 / 48 / 48,-1.000 / -1.000 / 0 / 61,3.577 / 3.722 / 43 / 43
23,2-15,1.560 / 1.823 / 33 / 33,1.347 / 1.347 / 69 / 69,-1.000 / -1.000 / 0 / 58,1.429 / 1.429 / 46 / 46
