,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.414 / 1.443 /  9,1.297 / 1.297 /  9,1.006 / 1.050 /  9,1.175 / 1.175 /  9
1,1-1,1.142 / 1.319 /  9,1.146 / 1.146 /  9,1.126 / 1.146 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,2.162 / 2.180 /  9,2.013 / 2.013 /  9,1.163 / 1.734 /  9,1.000 / 1.000 /  9
3,1-3,1.041 / 1.368 /  9,1.000 / 1.000 /  9,1.276 / 2.035 /  9,1.123 / 1.368 /  9,1.000 / 1.000 /  9
4,1-4,1.461 / 1.776 /  9,1.435 / 1.522 /  9,1.424 / 1.424 /  9,2.077 / 2.322 /  9,1.441 / 1.710 /  9
5,1-5,1.034 / 1.304 /  9,1.369 / 1.639 /  9,1.781 / 1.821 /  9,1.000 / 1.000 /  9,1.034 / 1.304 /  9
6,1-6,1.244 / 1.244 /  9,1.390 / 1.390 /  9,1.390 / 1.390 /  9,1.223 / 1.244 /  9,1.244 / 1.244 /  9
7,2-0,0.898 / 0.898 /  8,1.194 / 1.194 /  7,1.194 / 1.194 /  7,0.898 / 0.898 /  7,0.898 / 0.898 /  8
8,2-1,0.908 / 1.046 / 10,0.893 / 0.893 /  8,0.893 / 0.893 /  8,1.288 / 1.288 /  7,0.912 / 1.046 /  8
9,2-2,0.941 / 0.941 /  8,1.049 / 1.805 /  8,1.037 / 1.805 /  9,0.941 / 0.941 /  8,0.941 / 0.941 /  7
10,2-3,0.888 / 0.888 / 11,0.888 / 0.888 /  9,0.888 / 0.888 /  6,0.888 / 0.888 /  7,0.888 / 0.888 /  6
11,2-4,0.892 / 0.892 /  5,0.892 / 0.892 /  8,0.892 / 0.892 /  7,0.892 / 0.892 /  8,0.892 / 0.892 /  7
12,2-5,0.889 / 0.889 /  6,1.947 / 1.947 /  5,1.787 / 1.787 /  4,0.889 / 0.889 /  5,0.889 / 0.889 /  6
13,2-6,2.096 / 2.177 /  8,2.184 / 2.320 /  7,2.162 / 2.162 /  5,2.141 / 2.162 /  7,2.015 / 2.015 /  7
