,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.112 / 1.222 /  9,1.122 / 1.222 /  9,1.818 / 1.818 /  9,1.126 / 1.222 /  9,1.295 / 1.341 /  9
1,1-1,0.915 / 1.000 /  9,0.893 / 1.000 /  9,1.015 / 1.626 /  8,0.963 / 1.389 /  9,0.988 / 1.296 /  9
2,1-2,1.000 / 1.000 /  9,0.899 / 0.899 /  9,0.982 / 1.621 /  9,1.138 / 1.621 /  9,0.984 / 1.281 /  9
3,1-3,1.015 / 1.139 /  9,1.026 / 1.139 /  9,1.804 / 1.804 /  9,1.031 / 1.139 /  9,1.321 / 1.496 /  9
4,1-4,1.000 / 1.000 /  9,1.167 / 1.496 /  9,1.126 / 1.126 /  9,1.082 / 1.371 /  9,1.000 / 1.000 /  9
5,1-5,1.353 / 1.353 /  9,1.390 / 1.683 /  9,-1.000 / -1.000 /  0,1.426 / 1.683 /  9,-1.000 / -1.000 /  0
6,1-6,1.017 / 1.153 /  9,1.028 / 1.256 /  9,1.125 / 1.365 /  9,1.017 / 1.153 /  9,1.262 / 1.262 /  9
7,2-0,1.335 / 1.377 /  7,1.366 / 1.518 / 10,1.487 / 2.733 / 10,1.328 / 1.328 /  8,1.354 / 1.518 /  9
8,2-1,0.947 / 0.947 /  8,0.947 / 0.947 /  7,200.995 / 445.699 /  4,0.947 / 0.947 /  8,0.947 / 0.947 /  6
9,2-2,0.947 / 1.188 /  7,0.906 / 0.906 /  6,57.222 / 127.196 /  3,0.906 / 0.906 /  7,0.906 / 0.906 /  8
10,2-3,0.940 / 0.940 / 10,1.061 / 1.061 /  7,1.070 / 1.189 /  7,0.940 / 0.940 /  5,0.940 / 0.940 /  4
11,2-4,0.941 / 0.941 /  9,0.941 / 0.941 /  7,1.026 / 1.207 /  7,0.941 / 0.941 / 11,0.948 / 0.969 /  8
12,2-5,0.894 / 0.894 /  4,0.894 / 0.894 /  7,0.894 / 0.894 /  4,0.894 / 0.894 /  9,0.894 / 0.894 /  7
13,2-6,0.909 / 0.909 /  7,0.909 / 0.909 /  7,1.843 / 1.954 / 10,0.909 / 0.909 /  8,0.909 / 0.909 /  8
