,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.209 / 1.235 /  9,1.164 / 1.848 /  9,1.234 / 1.848 /  9,1.209 / 1.235 /  9,2452.332 / 4903.283 / 12359
1,1-1,1.000 / 1.000 /  9,1.953 / 2.072 /  9,2.085 / 2.196 /  9,1.232 / 1.488 /  9,1.000 / 1.000 /  2
2,1-2,1.000 / 1.000 /  9,2.056 / 2.056 /  9,2.074 / 2.220 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  1
3,1-3,1.164 / 1.164 /  9,2.054 / 2.054 /  9,2.166 / 2.253 /  9,1.215 / 1.279 /  9,1.179 / 1.179 /  1
4,1-4,1.415 / 1.415 /  9,2.331 / 2.331 /  9,2.466 / 2.586 /  9,1.575 / 1.776 /  9,501.498 / 1501.662 /  3
5,1-5,1.579 / 1.603 /  9,2.367 / 2.367 /  9,2.387 / 2.546 /  9,1.579 / 1.603 /  9,1.388 / 1.388 /  1
6,1-6,1.074 / 1.335 /  9,1.612 / 1.612 /  9,1.654 / 1.925 /  9,1.000 / 1.000 /  9,1.506 / 1.506 /  1
7,2-0,1.913 / 1.913 /  8,0.893 / 0.893 /  4,0.893 / 0.893 /  5,1.918 / 1.952 /  7,-1.000 / -1.000 /  0
8,2-1,0.889 / 0.889 /  7,1.482 / 1.482 /  9,1.607 / 1.774 /  7,1.167 / 3.114 /  8,832.792 / 1664.496 /  2
9,2-2,0.919 / 0.919 /  3,1.770 / 1.912 /  6,1.742 / 1.742 /  5,0.919 / 0.919 /  6,-1.000 / -1.000 /  0
10,2-3,0.942 / 0.942 /  6,1.337 / 1.337 /  5,1.345 / 1.413 /  9,0.942 / 0.942 /  6,-1.000 / -1.000 /  0
11,2-4,1.128 / 1.128 /  7,1.602 / 1.602 / 10,1.602 / 1.602 /  7,1.128 / 1.128 /  4,-1.000 / -1.000 /  0
12,2-5,1.226 / 1.226 / 10,0.928 / 1.604 / 10,1.004 / 1.604 /  7,1.226 / 1.226 / 10,1.415 / 1.415 /  1
13,2-6,1.629 / 1.659 /  8,1.177 / 1.177 /  7,1.177 / 1.177 / 11,1.619 / 1.659 /  6,0.941 / 0.941 /  6
