,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.042 / 1.376 /  9,1.000 / 1.000 /  9,1.410 / 2.034 /  9,1.000 / 1.000 /  9,1.374 / 1.608 /  9
1,1-1,1.000 / 1.000 /  9,1.077 / 1.348 /  9,1.503 / 2.149 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,0.997 / 1.238 /  9,0.894 / 0.894 /  9,0.894 / 0.894 /  9,0.894 / 0.894 /  9,1.298 / 1.298 /  9
3,1-3,1.438 / 1.503 /  9,1.512 / 1.767 /  9,1.452 / 1.710 /  9,1.592 / 1.653 /  9,1.640 / 2.171 /  9
4,1-4,1.364 / 1.632 /  9,1.507 / 1.509 /  9,1.566 / 1.573 /  9,1.506 / 1.506 /  9,1.640 / 1.808 /  9
5,1-5,1.143 / 1.336 /  9,1.069 / 1.247 /  9,1.119 / 1.264 /  9,-1.000 / -1.000 /  0,1.387 / 1.387 /  9
6,1-6,1.389 / 1.389 /  9,1.389 / 1.389 /  9,1.389 / 1.389 /  9,1.389 / 1.389 /  9,1.389 / 1.389 /  9
7,2-0,1.208 / 1.455 /  8,1.337 / 1.337 /  4,1.337 / 1.337 /  7,1.337 / 1.337 /  6,1.372 / 1.443 /  6
8,2-1,1.248 / 1.290 /  8,1.154 / 1.154 /  7,1.183 / 1.354 /  7,1.221 / 1.354 /  6,1.711 / 1.816 /  4
9,2-2,1.043 / 1.172 /  6,1.017 / 1.017 /  5,1.043 / 1.172 /  6,1.008 / 1.039 /  9,1.023 / 1.028 /  7
10,2-3,0.956 / 0.956 /  6,0.956 / 0.956 / 10,0.956 / 0.956 /  8,0.956 / 0.956 /  9,0.956 / 0.956 /  8
11,2-4,1.120 / 1.120 / 10,1.152 / 1.254 /  9,1.120 / 1.120 /  7,1.151 / 1.434 / 10,1.108 / 1.108 / 10
12,2-5,1.053 / 1.053 /  7,1.053 / 1.053 /  7,1.053 / 1.053 /  7,0.894 / 0.894 /  7,1.061 / 1.067 /  5
13,2-6,0.898 / 0.898 /  8,0.898 / 0.898 /  6,0.956 / 1.301 /  7,1.013 / 1.301 /  7,0.898 / 0.898 /  7
