,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.062 / 1.280 /  9,1.013 / 1.244 /  9,1.240 / 1.309 /  9,1.093 / 1.280 /  9,1.422 / 1.647 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.000 / 1.000 /  9,0.926 / 1.038 /  9,1.201 / 1.280 /  9,0.912 / 0.912 /  9,1.045 / 1.045 /  9
3,1-3,1.383 / 1.547 /  9,1.224 / 1.314 /  9,1.472 / 1.549 /  9,1.212 / 1.212 /  9,2.498 / 4.402 /  9
4,1-4,1.459 / 1.692 /  9,1.483 / 1.708 /  9,1.650 / 1.723 /  9,1.493 / 1.692 /  9,2.147 / 2.390 /  9
5,1-5,1.542 / 1.542 /  9,2.185 / 2.185 /  9,2.006 / 2.006 /  9,1.542 / 1.542 /  9,1.542 / 1.542 /  9
6,1-6,1.027 / 1.240 /  9,1.733 / 1.733 /  9,1.529 / 1.529 /  9,1.090 / 1.577 /  9,-1.000 / -1.000 /  0
7,2-0,0.890 / 0.890 /  8,0.890 / 0.890 /  4,0.890 / 0.890 /  8,0.890 / 0.890 /  9,2.717 / 4.648 /  7
8,2-1,1.187 / 1.310 /  6,0.919 / 0.919 /  6,0.919 / 0.919 /  9,0.919 / 0.919 /  8,-1.000 / -1.000 /  0
9,2-2,0.888 / 0.888 /  6,0.888 / 0.888 /  6,0.888 / 0.888 /  8,0.946 / 1.236 /  6,1346.911 / 2693.071 / 7735
10,2-3,0.980 / 1.255 /  8,1.414 / 1.414 /  7,1.252 / 1.252 /  4,1.004 / 1.255 /  5,0.941 / 0.941 /  9
11,2-4,1.268 / 2.032 /  7,1.140 / 1.140 /  8,1.140 / 1.140 /  7,1.197 / 1.539 /  7,1.197 / 1.539 /  7
12,2-5,1.054 / 1.176 /  6,0.931 / 0.931 /  4,0.851 / 0.924 /  8,0.931 / 0.931 /  9,1.859 / 3.911 /  9
13,2-6,0.952 / 0.952 /  9,1.325 / 1.325 /  5,1.114 / 1.331 /  7,0.999 / 1.331 /  8,0.952 / 0.952 /  9
