,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.526 / 1.819 / 99 / 99,1.289 / 1.721 / 99 / 99,1.345 / 1.982 / 98 / 99,1.333 / 1.635 / 99 / 99
1,1-1,1.184 / 1.326 / 99 / 99,1.268 / 1.361 / 99 / 99,1.228 / 1.805 / 98 / 99,1.234 / 1.415 / 99 / 99
2,1-2,1.005 / 1.025 / 99 / 99,1.035 / 1.035 / 99 / 99,1.042 / 1.681 / 99 / 99,1.000 / 1.000 / 99 / 99
3,1-3,1.186 / 1.336 / 99 / 99,1.645 / 1.935 / 99 / 99,1.700 / 1.975 / 99 / 99,1.244 / 1.336 / 99 / 99
4,1-4,1.645 / 1.826 / 99 / 99,2.405 / 2.688 / 99 / 99,2.416 / 2.674 / 99 / 99,1.715 / 1.826 / 99 / 99
5,1-5,1.308 / 1.309 / 99 / 99,1.633 / 1.689 / 99 / 99,1.649 / 1.850 / 99 / 99,1.653 / 1.776 / 99 / 99
6,1-6,1.854 / 1.906 / 99 / 99,1.838 / 1.995 / 99 / 99,1.819 / 1.995 / 99 / 99,1.874 / 1.906 / 99 / 99
7,2-0,1.535 / 1.717 / 36 / 36,1.585 / 1.670 / 53 / 53,1.543 / 1.792 / 41 / 41,1.521 / 1.670 / 42 / 42
8,2-1,1.034 / 1.312 / 47 / 47,0.989 / 1.312 / 60 / 60,0.920 / 1.312 / 43 / 43,1.079 / 1.312 / 67 / 67
9,2-2,0.959 / 1.270 / 52 / 52,0.984 / 1.270 / 21 / 21,0.997 / 1.270 / 44 / 44,0.913 / 1.314 / 42 / 42
10,2-3,1.896 / 2.085 / 55 / 55,0.892 / 0.892 / 52 / 52,0.929 / 2.330 / 63 / 63,1.612 / 1.816 / 72 / 72
11,2-4,0.998 / 1.528 / 49 / 49,1.632 / 1.965 / 56 / 56,1.685 / 1.965 / 43 / 43,1.003 / 1.256 / 70 / 70
12,2-5,1.693 / 1.834 / 30 / 30,0.908 / 0.908 / 41 / 41,0.908 / 0.908 / 48 / 48,1.133 / 1.739 / 44 / 44
13,2-6,1.072 / 1.072 / 55 / 55,1.032 / 1.032 / 63 / 63,1.032 / 1.032 / 49 / 49,1.072 / 1.072 / 47 / 47
