,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.037 / 1.332 /  9,1.000 / 1.000 /  9,1.170 / 1.192 /  9,1.000 / 1.000 /  9,1.504 / 1.567 /  9
1,1-1,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,1.145 / 1.326 /  9,1.371 / 1.661 /  9,2.073 / 2.182 /  9,1.000 / 1.000 /  9,1.072 / 1.326 /  9
3,1-3,1.115 / 1.115 /  9,1.115 / 1.115 /  9,1.165 / 1.165 /  9,1.115 / 1.115 /  9,1.200 / 1.880 /  9
4,1-4,1.811 / 1.811 /  9,1.811 / 1.811 /  9,1.961 / 2.005 /  9,1.811 / 1.811 /  9,1.770 / 1.811 /  9
5,1-5,1.435 / 1.527 /  9,1.629 / 1.629 /  9,1.636 / 1.641 /  9,1.389 / 1.389 /  9,1.389 / 1.389 /  9
6,1-6,1.800 / 1.800 /  9,1.800 / 1.800 /  9,2.359 / 2.359 /  9,1.800 / 1.800 /  9,1.800 / 1.800 /  9
7,2-0,1.074 / 1.074 /  7,1.151 / 1.765 /  9,1.091 / 1.600 /  7,1.074 / 1.074 /  8,1.151 / 1.765 /  9
8,2-1,1.324 / 2.020 /  5,1.749 / 2.786 /  6,1.406 / 2.512 /  9,1.728 / 1.728 /  7,1.844 / 2.102 /  4
9,2-2,1.041 / 2.236 /  9,0.892 / 0.892 /  7,0.892 / 0.892 /  6,0.892 / 0.892 /  9,0.892 / 0.892 /  6
10,2-3,1.144 / 1.144 /  9,1.144 / 1.144 /  5,0.935 / 0.935 /  6,1.144 / 1.144 /  6,1.144 / 1.144 /  7
11,2-4,1.092 / 1.092 /  7,1.092 / 1.092 /  9,1.315 / 1.605 /  9,1.124 / 1.409 / 10,0.993 / 1.309 /  7
12,2-5,0.890 / 0.890 /  7,0.890 / 0.890 / 11,1.391 / 1.391 /  4,0.890 / 0.890 /  9,0.890 / 0.890 /  5
13,2-6,1.230 / 1.526 /  9,1.193 / 1.193 / 10,1.687 / 1.704 /  9,1.193 / 1.193 /  7,1.193 / 1.193 /  8
