,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value,ILP
0,1-0,1.000 / 1.000 /  9,1.779 / 1.844 /  9,2.183 / 2.463 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
1,1-1,1.000 / 1.000 /  9,1.464 / 1.776 /  9,1.591 / 1.720 /  3,1.000 / 1.000 /  9,1.000 / 1.000 /  9
2,1-2,0.839 / 1.043 /  9,50.498 / 407.894 /  9,1.110 / 1.155 /  9,0.839 / 1.043 /  9,1.043 / 1.043 /  9
3,1-3,1.000 / 1.000 /  9,1.160 / 1.160 /  9,1.866 / 1.866 /  9,1.000 / 1.000 /  9,1.000 / 1.000 /  9
4,1-4,1.397 / 1.397 /  9,1.977 / 2.125 /  9,2.421 / 2.780 /  9,1.397 / 1.397 /  9,1.969 / 2.041 /  9
5,1-5,1.343 / 1.393 /  9,1.599 / 1.729 /  9,2.688 / 2.747 /  9,1.534 / 1.534 /  9,1.911 / 1.911 /  9
6,1-6,1.000 / 1.000 /  9,1.442 / 1.786 /  9,1.709 / 1.931 /  9,1.179 / 1.179 /  9,1.418 / 1.568 /  9
7,2-0,1.720 / 2.086 /  8,1.568 / 1.568 /  8,0.962 / 1.238 / 10,1.866 / 1.866 /  7,1.940 / 2.086 /  6
8,2-1,0.933 / 1.295 /  9,1.105 / 1.119 /  8,1.862 / 1.862 /  2,1.103 / 1.103 /  7,1.469 / 1.469 /  8
9,2-2,1.296 / 1.296 /  4,1.389 / 1.563 / 10,0.897 / 0.897 /  9,1.331 / 1.540 /  7,0.894 / 0.894 /  7
10,2-3,1.370 / 1.370 /  4,2.053 / 2.443 /  8,2.140 / 2.992 /  7,1.370 / 1.370 /  3,1.392 / 1.551 /  8
11,2-4,0.761 / 0.761 /  7,52.812 / 208.412 /  4,1.268 / 1.310 /  7,0.761 / 0.761 /  7,0.761 / 0.761 /  6
12,2-5,1.174 / 1.174 /  9,30.515 / 209.236 /  7,0.643 / 0.643 /  8,1.174 / 1.174 /  8,0.643 / 0.643 /  8
13,2-6,0.685 / 1.224 / 12,0.635 / 0.635 /  6,0.856 / 1.838 /  8,0.757 / 1.364 /  6,0.688 / 0.917 /  8
