,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.245 / 1.385 / 99 / 99,1.583 / 2.941 / 99 / 99,1.743 / 3.118 / 99 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,1.504 / 2.522 / 99 / 99,1.655 / 2.540 / 99 / 99,1.602 / 2.540 / 99 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,1.669 / 1.899 / 99 / 99,2.212 / 2.508 / 99 / 99,2.176 / 2.509 / 99 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,1.859 / 2.165 / 99 / 99,1.702 / 1.996 / 99 / 99,1.657 / 1.996 / 99 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,1.000 / 1.000 / 99 / 99,0.936 / 0.994 / 99 / 99,0.951 / 0.994 / 99 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,1.000 / 1.000 / 99 / 99,1.273 / 1.273 / 99 / 99,1.273 / 1.273 / 99 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,1.271 / 1.885 / 99 / 99,1.366 / 1.592 / 99 / 99,1.349 / 1.592 / 99 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,1.508 / 1.834 / 99 / 99,1.500 / 1.596 / 99 / 99,1.513 / 1.596 / 99 / 99,-1.000 / -1.000 / 0 / 99
8,2-0,1.258 / 1.820 / 62 / 62,1.281 / 1.520 / 37 / 37,1.355 / 1.520 / 55 / 55,-1.000 / -1.000 / 0 / 40
9,2-1,1.174 / 1.227 / 50 / 50,1.345 / 1.500 / 60 / 60,1.342 / 1.342 / 54 / 54,-1.000 / -1.000 / 0 / 55
10,2-2,3.052 / 3.301 / 56 / 56,3.034 / 3.237 / 34 / 34,3.019 / 3.237 / 77 / 77,-1.000 / -1.000 / 0 / 55
11,2-3,1.243 / 1.259 / 54 / 54,1.277 / 1.628 / 62 / 62,1.287 / 1.628 / 51 / 51,-1.000 / -1.000 / 0 / 40
12,2-4,1.734 / 2.128 / 48 / 48,1.774 / 2.512 / 43 / 43,45.024 / 552.097 / 51 / 51,-1.000 / -1.000 / 0 / 51
13,2-5,2.810 / 3.344 / 48 / 48,2.446 / 3.648 / 37 / 37,2.848 / 3.202 / 41 / 41,-1.000 / -1.000 / 0 / 65
14,2-6,1.389 / 1.894 / 32 / 32,1.448 / 1.894 / 72 / 72,1.482 / 2.107 / 48 / 48,-1.000 / -1.000 / 0 / 35
15,2-7,1.993 / 2.613 / 40 / 40,1.404 / 2.500 / 44 / 44,1.249 / 2.485 / 25 / 25,-1.000 / -1.000 / 0 / 73
16,2-8,0.952 / 1.420 / 22 / 22,1.078 / 1.420 / 61 / 61,1.018 / 1.420 / 78 / 78,-1.000 / -1.000 / 0 / 50
17,2-9,0.979 / 1.319 / 70 / 70,1.534 / 1.694 / 44 / 44,1.526 / 1.694 / 55 / 55,-1.000 / -1.000 / 0 / 32
18,2-10,2.137 / 2.497 / 76 / 76,2.276 / 2.954 / 53 / 53,2.281 / 2.523 / 40 / 40,-1.000 / -1.000 / 0 / 45
19,2-11,1.668 / 1.886 / 66 / 66,1.848 / 2.226 / 47 / 47,1.895 / 2.225 / 52 / 52,-1.000 / -1.000 / 0 / 30
20,2-12,2.104 / 2.207 / 81 / 81,2.111 / 2.434 / 40 / 40,1.981 / 2.233 / 34 / 34,-1.000 / -1.000 / 0 / 41
21,2-13,1.143 / 1.650 / 47 / 47,1.239 / 1.641 / 45 / 45,1.138 / 1.681 / 44 / 44,-1.000 / -1.000 / 0 / 71
22,2-14,1.445 / 1.633 / 61 / 61,1.479 / 2.025 / 70 / 70,1.445 / 1.975 / 59 / 59,-1.000 / -1.000 / 0 / 34
23,2-15,3.350 / 3.881 / 67 / 67,3.372 / 3.606 / 44 / 44,3.301 / 3.606 / 40 / 40,-1.000 / -1.000 / 0 / 37
