,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
1,1-1,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
2,1-2,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
3,1-3,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
4,1-4,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
5,1-5,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
6,1-6,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
7,1-7,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99,-1.000 / -1.000 / 0 / 99
8,2-0,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 67,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 30
9,2-1,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 40
10,2-2,-1.000 / -1.000 / 0 / 26,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 44,-1.000 / -1.000 / 0 / 54
11,2-3,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 9,-1.000 / -1.000 / 0 / 39
12,2-4,-1.000 / -1.000 / 0 / 70,-1.000 / -1.000 / 0 / 40,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 34
13,2-5,-1.000 / -1.000 / 0 / 12,-1.000 / -1.000 / 0 / 51,-1.000 / -1.000 / 0 / 27,-1.000 / -1.000 / 0 / 40
14,2-6,-1.000 / -1.000 / 0 / 53,-1.000 / -1.000 / 0 / 57,-1.000 / -1.000 / 0 / 41,-1.000 / -1.000 / 0 / 53
15,2-7,-1.000 / -1.000 / 0 / 48,-1.000 / -1.000 / 0 / 42,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 46
16,2-8,-1.000 / -1.000 / 0 / 37,-1.000 / -1.000 / 0 / 27,-1.000 / -1.000 / 0 / 33,-1.000 / -1.000 / 0 / 65
17,2-9,-1.000 / -1.000 / 0 / 71,-1.000 / -1.000 / 0 / 52,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 29
18,2-10,-1.000 / -1.000 / 0 / 35,-1.000 / -1.000 / 0 / 39,-1.000 / -1.000 / 0 / 36,-1.000 / -1.000 / 0 / 65
19,2-11,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 46,-1.000 / -1.000 / 0 / 52
20,2-12,-1.000 / -1.000 / 0 / 61,-1.000 / -1.000 / 0 / 43,-1.000 / -1.000 / 0 / 45,-1.000 / -1.000 / 0 / 43
21,2-13,-1.000 / -1.000 / 0 / 29,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 76,-1.000 / -1.000 / 0 / 44
22,2-14,-1.000 / -1.000 / 0 / 69,-1.000 / -1.000 / 0 / 60,-1.000 / -1.000 / 0 / 58,-1.000 / -1.000 / 0 / 25
23,2-15,-1.000 / -1.000 / 0 / 30,-1.000 / -1.000 / 0 / 64,-1.000 / -1.000 / 0 / 47,-1.000 / -1.000 / 0 / 55
