,stream,shortest_path,min_max_percentage,least_used_capacity_percentage,least_conflict_value
0,1-0,1.584 / 1.808 / 99 / 99,1.475 / 1.704 / 99 / 99,1.460 / 1.540 / 99 / 99,1.408 / 1.808 / 99 / 99
1,1-1,1.434 / 1.741 / 99 / 99,1.428 / 2.007 / 99 / 99,2.031 / 2.533 / 99 / 99,1.273 / 1.741 / 99 / 99
2,1-2,1.543 / 1.860 / 99 / 99,1.654 / 1.920 / 99 / 99,1.732 / 2.193 / 99 / 99,1.525 / 1.872 / 99 / 99
3,1-3,1.772 / 2.383 / 99 / 99,2.113 / 2.675 / 99 / 99,2.534 / 3.444 / 99 / 99,1.822 / 2.263 / 99 / 99
4,1-4,2.374 / 2.991 / 99 / 99,1.535 / 1.803 / 99 / 99,1.624 / 2.248 / 99 / 99,1.779 / 2.257 / 99 / 99
5,1-5,0.835 / 1.161 / 99 / 99,1.096 / 1.206 / 99 / 99,1.301 / 1.670 / 99 / 99,0.901 / 1.389 / 99 / 99
6,2-0,0.909 / 1.275 / 32 / 32,0.754 / 1.113 / 27 / 27,0.938 / 1.312 / 41 / 41,0.759 / 1.113 / 64 / 64
7,2-1,1.280 / 1.280 / 40 / 40,1.902 / 2.127 / 35 / 35,0.889 / 0.889 / 41 / 41,1.034 / 1.034 / 37 / 37
8,2-2,3.470 / 4.281 / 47 / 47,1.346 / 2.205 / 33 / 33,1.177 / 1.432 / 19 / 19,1.024 / 1.251 / 35 / 35
9,2-3,1.572 / 1.705 / 48 / 48,1.475 / 1.705 / 48 / 48,1.424 / 1.705 / 62 / 62,1.532 / 1.705 / 45 / 45
10,2-4,0.891 / 0.891 / 74 / 74,0.891 / 0.891 / 42 / 42,2.217 / 2.996 / 34 / 34,0.891 / 0.891 / 39 / 39
11,2-5,2.107 / 2.679 / 47 / 47,1.972 / 2.714 / 62 / 62,1.939 / 2.307 / 55 / 55,2.292 / 2.742 / 53 / 53
12,2-6,1.914 / 2.767 / 55 / 55,1.874 / 2.350 / 53 / 53,1.692 / 1.938 / 13 / 13,1.740 / 2.511 / 56 / 56
13,2-7,3.056 / 3.267 / 69 / 69,2.908 / 3.396 / 63 / 63,2.145 / 2.525 / 43 / 43,1.825 / 2.201 / 56 / 56
14,2-8,1.351 / 1.351 / 35 / 35,1.394 / 1.656 / 28 / 28,1.438 / 1.470 / 26 / 26,1.361 / 1.656 / 59 / 59
15,2-9,1.357 / 1.875 / 35 / 35,2.164 / 2.607 / 59 / 59,0.961 / 1.271 / 33 / 33,1.114 / 1.403 / 53 / 53
16,2-10,1.873 / 2.699 / 64 / 64,1.616 / 1.697 / 13 / 13,1.638 / 1.919 / 33 / 33,1.996 / 2.264 / 31 / 31
17,2-11,3.114 / 3.644 / 50 / 50,1.538 / 1.538 / 36 / 36,1.546 / 1.603 / 54 / 54,1.650 / 2.335 / 53 / 53
18,2-12,1.334 / 1.506 / 81 / 81,1.260 / 1.506 / 56 / 56,1.281 / 1.506 / 51 / 51,1.353 / 1.506 / 29 / 29
19,2-13,2.055 / 2.478 / 34 / 34,1.997 / 2.555 / 46 / 46,1.692 / 2.741 / 57 / 57,2.166 / 2.793 / 40 / 40
20,2-14,1.275 / 1.521 / 55 / 55,1.007 / 1.024 / 27 / 27,1.163 / 2.140 / 57 / 57,1.205 / 1.521 / 45 / 45
21,2-15,2.118 / 2.240 / 30 / 30,1.342 / 1.568 / 24 / 24,1.316 / 1.488 / 39 / 39,1.943 / 2.211 / 62 / 62
22,2-16,0.930 / 0.930 / 59 / 59,0.930 / 0.930 / 32 / 32,0.930 / 0.930 / 53 / 53,0.930 / 0.930 / 44 / 44
23,2-17,2.983 / 3.621 / 50 / 50,2.586 / 3.162 / 63 / 63,1.364 / 1.847 / 72 / 72,1.081 / 1.369 / 41 / 41
24,2-18,2.209 / 2.592 / 78 / 78,2.010 / 2.315 / 40 / 40,2.343 / 2.828 / 58 / 58,2.262 / 2.546 / 66 / 66
25,2-19,1.993 / 2.392 / 54 / 54,1.103 / 1.537 / 60 / 60,1.005 / 1.234 / 39 / 39,1.659 / 1.945 / 56 / 56
26,2-20,2.156 / 2.371 / 56 / 56,0.998 / 0.998 / 63 / 63,1.106 / 1.234 / 74 / 74,1.840 / 2.131 / 77 / 77
27,2-21,2.734 / 3.010 / 46 / 46,2.719 / 2.934 / 27 / 27,2.521 / 2.869 / 45 / 45,2.612 / 2.793 / 56 / 56
28,2-22,1.988 / 2.637 / 41 / 41,1.872 / 2.365 / 68 / 68,2.032 / 2.499 / 69 / 69,1.809 / 3.203 / 47 / 47
29,2-23,1.417 / 2.061 / 39 / 39,1.651 / 2.370 / 83 / 83,1.410 / 2.370 / 62 / 62,1.295 / 1.856 / 59 / 59
